network_id,timestamp,state,district,latitude,longitude,operator,network_type,availability_percent,signal_dbm,download_mbps,upload_mbps,latency_ms,packet_loss_percent,call_drop_percent,status,confidence
N000174,2026-06-18 16:39:00,Sikkim,South Sikkim,27.102,88.4504,Jio,2G,77,-86,15.7,4.3,85,5.6,3.1,POOR,0.93
N000175,2026-06-18 16:42:00,Nagaland,Kohima,25.6402,94.2352,BSNL,4G,67,-82,7.1,3.1,115,6.1,3.4,OK,0.97
N000176,2026-06-18 16:45:00,Nagaland,Dimapur,25.7777,93.8093,BSNL,5G,99,-54,84.3,40.5,47,1.3,0.7,GOOD,0.9
N000177,2026-06-18 16:48:00,Nagaland,Mokokchung,26.3273,94.6162,Jio,2G,87,-81,6.3,2.7,76,5.3,2.9,POOR,0.86
N000178,2026-06-18 16:51:00,Manipur,Imphal West,24.841,93.9848,Airtel,2G,72,-91,15.4,2.7,104,3.1,1.7,POOR,0.88
N000179,2026-06-18 16:54:00,Manipur,Bishnupur,24.5859,93.7801,Jio,4G,92,-69,51.7,30.2,31,1.3,0.7,GOOD,0.91
N000180,2026-06-18 16:57:00,Manipur,Senapati,25.3709,94.1542,BSNL,3G,77,-88,9.2,4.9,73,2.3,1.3,POOR,0.89
N000181,2026-06-18 17:00:00,Mizoram,Aizawl,23.8098,92.5807,Jio,3G,85,-81,4.9,2.8,65,4.6,2.5,POOR,0.9
N000182,2026-06-18 17:03:00,Mizoram,Kolasib,24.1844,92.8265,BSNL,5G,99,-65,80.2,37.0,31,0.1,0.1,GOOD,0.95
N000183,2026-06-18 17:06:00,Mizoram,Lunglei,22.8786,92.6011,Airtel,3G,70,-81,12.1,3.6,77,5.9,3.2,POOR,0.89
N000184,2026-06-18 17:09:00,Tripura,West Tripura,23.7116,91.3903,BSNL,4G,92,-69,74.2,39.4,41,0.1,0.1,GOOD,0.91
N000185,2026-06-18 17:12:00,Tripura,Sipahijala,23.7017,91.285,Jio,5G,95,-61,29.3,36.2,46,0.9,0.5,GOOD,0.93
N000186,2026-06-18 17:15:00,Tripura,Dhalai,23.9345,91.7795,BSNL,4G,97,-64,109.1,35.6,21,0.7,0.4,GOOD,0.96
N000187,2026-06-18 17:18:00,Arunachal Pradesh,Tawang,27.6916,91.9651,BSNL,NO_SERVICE,50,-105,1.05,0.42,594,18.8,10.3,NO_NETWORK,0.95
N000188,2026-06-18 17:21:00,Arunachal Pradesh,West Kameng,27.3025,92.5321,Jio,3G,34,-106,1.52,0.41,331,26.0,14.3,POOR,0.96
N000189,2026-06-18 17:24:00,Arunachal Pradesh,Papum Pare,26.9709,93.6559,Jio,5G,97,-67,75.6,28.0,29,1.3,0.7,GOOD,0.96
N000190,2026-06-18 17:27:00,Arunachal Pradesh,East Siang,27.9431,95.4695,BSNL,4G,100,-70,116.2,20.3,31,1.0,0.6,GOOD,0.93
N000191,2026-06-18 17:30:00,Arunachal Pradesh,Lower Subansiri,27.5331,93.8882,BSNL,3G,69,-78,10.4,2.5,119,2.2,1.2,POOR,0.93
N000192,2026-06-18 17:33:00,Assam,Kamrup Metropolitan,26.0113,91.6937,Airtel,5G,99,-71,117.0,22.3,37,1.3,0.7,GOOD,0.9
N000193,2026-06-18 17:36:00,Assam,Kamrup Rural,26.2048,91.6498,BSNL,4G,99,-52,49.0,34.4,36,0.7,0.4,GOOD,0.92
N000194,2026-06-18 17:39:00,Assam,Darrang,26.4168,92.0859,BSNL,4G,98,-65,58.1,37.3,21,0.8,0.4,GOOD,0.96
N000195,2026-06-18 17:42:00,Assam,Sonitpur,26.6221,92.7188,BSNL,4G,95,-65,55.2,28.2,21,1.4,0.8,GOOD,0.92
N000196,2026-06-18 17:45:00,Assam,Dibrugarh,27.4624,94.8483,BSNL,4G,97,-52,39.6,35.5,28,0.6,0.3,GOOD,0.88
N000197,2026-06-18 17:48:00,Assam,Cachar,24.787,92.8052,Jio,4G,98,-75,33.1,12.9,36,0.2,0.1,GOOD,0.9
N000198,2026-06-18 17:51:00,Assam,Nagaon,26.3323,92.6246,Airtel,4G,98,-57,91.3,22.8,33,0.3,0.2,GOOD,0.95
N000199,2026-06-18 17:54:00,Meghalaya,East Khasi Hills,25.5432,91.851,BSNL,2G,71,-91,6.1,4.3,113,6.1,3.4,POOR,0.98
N000200,2026-06-18 17:57:00,Meghalaya,West Khasi Hills,25.6534,91.3075,Airtel,4G,78,-80,13.6,1.9,89,3.8,2.1,OK,0.92
N000201,2026-06-18 18:00:00,Meghalaya,Ri-Bhoi,25.9835,92.0221,Airtel,5G,92,-75,71.9,27.4,37,0.7,0.4,GOOD,0.9
N000202,2026-06-18 18:03:00,Meghalaya,West Jaintia Hills,25.5712,92.1359,Airtel,3G,83,-85,5.0,2.3,124,5.6,3.1,POOR,0.85
N000203,2026-06-18 18:06:00,Sikkim,East Sikkim,27.2546,88.5135,Airtel,2G,71,-81,15.4,4.1,97,5.0,2.8,POOR,0.89
N000204,2026-06-18 18:09:00,Sikkim,North Sikkim,27.5478,88.6515,Jio,NO_SERVICE,16,-103,0.88,0.06,341,14.0,7.7,NO_NETWORK,0.93
N000205,2026-06-18 18:12:00,Sikkim,South Sikkim,27.0318,88.4366,BSNL,3G,70,-87,10.6,4.6,71,1.9,1.0,POOR,0.89
N000206,2026-06-18 18:15:00,Nagaland,Kohima,25.5521,94.0471,Jio,2G,81,-78,14.6,3.2,107,4.7,2.6,POOR,0.87
N000207,2026-06-18 18:18:00,Nagaland,Dimapur,25.9928,93.8404,Airtel,5G,98,-76,122.5,20.4,39,0.9,0.5,GOOD,0.91
N000208,2026-06-18 18:21:00,Nagaland,Mokokchung,26.4241,94.4471,Jio,3G,68,-78,7.6,1.7,72,2.2,1.2,POOR,0.94
N000209,2026-06-18 18:24:00,Manipur,Imphal West,24.7555,94.0479,Airtel,4G,69,-89,4.0,2.6,135,4.0,2.2,OK,0.97
N000210,2026-06-18 18:27:00,Manipur,Bishnupur,24.5246,93.9045,Airtel,3G,73,-98,14.0,2.8,132,6.5,3.6,POOR,0.93
N000211,2026-06-18 18:30:00,Manipur,Senapati,25.2292,94.1137,Airtel,2G,68,-81,13.6,3.5,83,2.4,1.3,POOR,0.97
N000212,2026-06-18 18:33:00,Mizoram,Aizawl,23.5813,92.7286,Jio,4G,72,-94,4.5,2.7,108,4.2,2.3,OK,0.98
N000213,2026-06-18 18:36:00,Mizoram,Kolasib,24.1486,92.6443,Jio,4G,100,-57,28.2,33.5,38,1.0,0.6,GOOD,0.9
N000214,2026-06-18 18:39:00,Mizoram,Lunglei,22.8001,92.5975,Jio,3G,86,-81,5.2,2.1,117,5.1,2.8,POOR,0.87
N000215,2026-06-18 18:42:00,Tripura,West Tripura,23.8645,91.3311,Airtel,5G,98,-59,116.1,31.6,22,0.2,0.1,GOOD,0.96
N000216,2026-06-18 18:45:00,Tripura,Sipahijala,23.5757,91.2845,BSNL,4G,98,-76,112.7,28.9,26,0.7,0.4,GOOD,0.88
N000217,2026-06-18 18:48:00,Tripura,Dhalai,23.9988,91.7348,Jio,5G,96,-54,68.4,34.0,42,0.8,0.4,GOOD,0.88
N000218,2026-06-18 18:51:00,Arunachal Pradesh,Tawang,27.5722,91.9105,Jio,NO_SERVICE,44,-115,1.02,0.51,426,19.6,10.8,NO_NETWORK,0.89
N000219,2026-06-18 18:54:00,Arunachal Pradesh,West Kameng,27.2907,92.4839,Airtel,3G,38,-101,0.68,0.51,365,29.0,16.0,POOR,0.93
N000220,2026-06-18 18:57:00,Arunachal Pradesh,Papum Pare,27.0972,93.589,Airtel,5G,94,-69,128.8,16.8,47,0.3,0.2,GOOD,0.9
N000221,2026-06-18 19:00:00,Arunachal Pradesh,East Siang,28.049,95.4612,Airtel,4G,93,-64,32.1,15.4,43,0.2,0.1,GOOD,0.89
N000222,2026-06-18 19:03:00,Arunachal Pradesh,Lower Subansiri,27.5102,93.9505,BSNL,2G,82,-98,9.5,2.6,125,5.0,2.8,POOR,0.96
N000223,2026-06-18 19:06:00,Assam,Kamrup Metropolitan,26.0514,91.6228,Jio,5G,93,-53,91.2,36.9,35,0.4,0.2,GOOD,0.94
N000224,2026-06-18 19:09:00,Assam,Kamrup Rural,26.0986,91.6038,BSNL,5G,97,-68,91.9,11.9,39,1.3,0.7,GOOD,0.96
N000225,2026-06-18 19:12:00,Assam,Darrang,26.5986,92.1171,BSNL,5G,95,-57,29.0,13.3,19,0.2,0.1,GOOD,0.92
N000226,2026-06-18 19:15:00,Assam,Sonitpur,26.5459,92.7074,BSNL,5G,97,-52,44.3,16.5,20,1.1,0.6,GOOD,0.91
N000227,2026-06-18 19:18:00,Assam,Dibrugarh,27.5594,94.9408,Jio,4G,99,-63,122.1,15.1,21,0.3,0.2,GOOD,0.9
N000228,2026-06-18 19:21:00,Assam,Cachar,24.7223,92.7041,Jio,5G,95,-54,126.0,26.0,21,0.2,0.1,GOOD,0.97
N000229,2026-06-18 19:24:00,Assam,Nagaon,26.2347,92.6415,BSNL,4G,94,-58,44.3,17.7,23,1.0,0.6,GOOD,0.89
N000230,2026-06-18 19:27:00,Meghalaya,East Khasi Hills,25.4811,91.759,Jio,4G,78,-86,15.1,4.6,109,4.5,2.5,OK,0.87
N000231,2026-06-18 19:30:00,Meghalaya,West Khasi Hills,25.3791,91.2445,Airtel,4G,83,-97,9.9,2.7,100,5.7,3.1,OK,0.9
N000232,2026-06-18 19:33:00,Meghalaya,Ri-Bhoi,25.9012,92.0136,BSNL,5G,100,-53,45.1,35.5,28,1.0,0.6,GOOD,0.87
N000233,2026-06-18 19:36:00,Meghalaya,West Jaintia Hills,25.4977,92.1405,Airtel,4G,68,-96,12.5,1.8,109,3.6,2.0,OK,0.86
N000234,2026-06-18 19:39:00,Sikkim,East Sikkim,27.3326,88.577,Jio,4G,70,-82,4.7,3.6,135,3.7,2.0,OK,0.96
N000235,2026-06-18 19:42:00,Sikkim,North Sikkim,27.4831,88.6698,Jio,3G,48,-115,0.89,0.07,494,18.0,9.9,POOR,0.92
N000236,2026-06-18 19:45:00,Sikkim,South Sikkim,27.1025,88.3899,Jio,3G,69,-92,15.8,1.8,72,6.0,3.3,POOR,0.94
N000237,2026-06-18 19:48:00,Nagaland,Kohima,25.7043,94.0471,Jio,3G,88,-97,6.7,2.6,112,4.5,2.5,POOR,0.89
N000238,2026-06-18 19:51:00,Nagaland,Dimapur,25.9673,93.8333,Airtel,4G,94,-53,108.5,24.8,38,1.1,0.6,GOOD,0.87
N000239,2026-06-18 19:54:00,Nagaland,Mokokchung,26.4346,94.499,Airtel,2G,87,-90,9.2,3.4,143,4.3,2.4,POOR,0.96
N000240,2026-06-18 19:57:00,Manipur,Imphal West,24.803,93.9116,Airtel,5G,99,-53,42.6,11.8,25,0.7,0.4,GOOD,0.87
N000241,2026-06-18 20:00:00,Manipur,Bishnupur,24.5589,93.9006,Jio,5G,99,-64,37.4,39.1,33,0.3,0.2,GOOD,0.91
N000242,2026-06-18 20:03:00,Manipur,Senapati,25.3595,93.888,Airtel,4G,67,-89,4.5,1.8,85,2.3,1.3,OK,0.92
N000243,2026-06-18 20:06:00,Mizoram,Aizawl,23.6161,92.5856,Airtel,2G,70,-92,4.2,4.2,139,2.2,1.2,POOR,0.94
N000244,2026-06-18 20:09:00,Mizoram,Kolasib,24.1932,92.7921,BSNL,5G,95,-58,82.7,36.5,26,1.2,0.7,GOOD,0.95
N000245,2026-06-18 20:12:00,Mizoram,Lunglei,22.9463,92.8805,Airtel,4G,87,-96,14.6,3.5,94,2.1,1.2,OK,0.96
N000246,2026-06-18 20:15:00,Tripura,West Tripura,23.8337,91.1832,Airtel,5G,99,-58,42.6,26.9,33,1.2,0.7,GOOD,0.92
N000247,2026-06-18 20:18:00,Tripura,Sipahijala,23.7386,91.2723,Jio,5G,92,-70,58.9,37.2,34,0.7,0.4,GOOD,0.9
N000248,2026-06-18 20:21:00,Tripura,Dhalai,23.8287,91.8683,Airtel,5G,99,-76,111.0,33.4,37,0.7,0.4,GOOD,0.87
N000249,2026-06-18 20:24:00,Arunachal Pradesh,Tawang,27.6289,91.7173,Jio,NO_SERVICE,44,-114,0.95,0.22,511,18.4,10.1,NO_NETWORK,0.98
N000250,2026-06-18 20:27:00,Arunachal Pradesh,West Kameng,27.1232,92.3479,BSNL,3G,27,-113,1.65,0.19,477,31.1,17.1,POOR,0.88
N000251,2026-06-18 20:30:00,Arunachal Pradesh,Papum Pare,26.9522,93.7276,BSNL,4G,96,-56,53.5,31.2,28,1.2,0.7,GOOD,0.87
N000252,2026-06-18 20:33:00,Arunachal Pradesh,East Siang,28.1383,95.4675,BSNL,4G,96,-68,124.4,31.1,24,0.4,0.2,GOOD,0.86
N000253,2026-06-18 20:36:00,Arunachal Pradesh,Lower Subansiri,27.5259,93.7823,Jio,2G,85,-81,10.1,2.6,107,6.1,3.4,POOR,0.85
N000254,2026-06-18 20:39:00,Assam,Kamrup Metropolitan,26.2769,91.7651,BSNL,5G,93,-56,73.3,41.9,46,0.8,0.4,GOOD,0.91
N000255,2026-06-18 20:42:00,Assam,Kamrup Rural,26.2204,91.6142,BSNL,4G,93,-69,62.6,36.6,43,1.1,0.6,GOOD,0.95
N000256,2026-06-18 20:45:00,Assam,Darrang,26.4841,92.0053,Jio,4G,98,-55,99.2,27.5,32,1.0,0.6,GOOD,0.96
N000257,2026-06-18 20:48:00,Assam,Sonitpur,26.6128,92.7276,Jio,4G,99,-61,127.3,19.9,48,0.8,0.4,GOOD,0.98
N000258,2026-06-18 20:51:00,Assam,Dibrugarh,27.4153,94.8282,Airtel,4G,100,-63,50.9,15.3,26,0.7,0.4,GOOD,0.86
N000259,2026-06-18 20:54:00,Assam,Cachar,24.9669,92.8591,BSNL,5G,93,-76,108.9,14.0,37,0.8,0.4,GOOD,0.96
N000260,2026-06-18 20:57:00,Assam,Nagaon,26.1975,92.7581,Jio,4G,96,-52,71.0,34.4,24,0.2,0.1,GOOD,0.92
N000261,2026-06-18 21:00:00,Meghalaya,East Khasi Hills,25.4978,91.9109,Airtel,2G,86,-87,12.1,2.7,143,2.3,1.3,POOR,0.93
N000262,2026-06-18 21:03:00,Meghalaya,West Khasi Hills,25.6185,91.1227,Jio,4G,73,-78,14.8,2.5,141,5.0,2.8,OK,0.89
N000263,2026-06-18 21:06:00,Meghalaya,Ri-Bhoi,25.8439,91.8588,BSNL,5G,92,-69,66.8,40.5,20,1.2,0.7,GOOD,0.97
N000264,2026-06-18 21:09:00,Meghalaya,West Jaintia Hills,25.3346,92.0563,Airtel,4G,85,-83,7.3,3.2,102,2.6,1.4,OK,0.89
N000265,2026-06-18 21:12:00,Sikkim,East Sikkim,27.3269,88.6634,Jio,3G,68,-84,11.2,1.4,102,5.7,3.1,POOR,0.91
N000266,2026-06-18 21:15:00,Sikkim,North Sikkim,27.423,88.5767,Airtel,3G,16,-97,1.39,0.29,418,20.1,11.1,POOR,0.94
N000267,2026-06-18 21:18:00,Sikkim,South Sikkim,27.2437,88.2665,BSNL,4G,88,-93,7.3,2.0,142,6.2,3.4,OK,0.94
N000268,2026-06-18 21:21:00,Nagaland,Kohima,25.5593,94.1116,Jio,4G,71,-91,6.7,4.6,117,5.3,2.9,OK,0.9
N000269,2026-06-18 21:24:00,Nagaland,Dimapur,26.0443,93.7711,Jio,5G,95,-72,46.7,22.7,25,0.6,0.3,GOOD,0.87
N000270,2026-06-18 21:27:00,Nagaland,Mokokchung,26.2342,94.5507,BSNL,3G,81,-81,13.5,3.7,128,5.6,3.1,POOR,0.91
N000271,2026-06-18 21:30:00,Manipur,Imphal West,24.9524,93.9752,Airtel,5G,95,-67,122.2,41.9,45,0.3,0.2,GOOD,0.92
N000272,2026-06-18 21:33:00,Manipur,Bishnupur,24.6171,93.8917,BSNL,4G,99,-72,114.3,33.3,41,0.9,0.5,GOOD,0.89
N000273,2026-06-18 21:36:00,Manipur,Senapati,25.207,94.1513,Jio,3G,88,-87,6.6,3.5,85,4.2,2.3,POOR,0.85
N000274,2026-06-18 21:39:00,Mizoram,Aizawl,23.7098,92.6584,Airtel,3G,78,-83,15.2,2.7,112,5.1,2.8,POOR,0.97
N000275,2026-06-18 21:42:00,Mizoram,Kolasib,24.0923,92.6685,Jio,5G,98,-63,80.8,28.6,41,0.5,0.3,GOOD,0.89
N000276,2026-06-18 21:45:00,Mizoram,Lunglei,22.753,92.8493,Airtel,2G,77,-92,11.0,1.2,145,6.3,3.5,POOR,0.85
N000277,2026-06-18 21:48:00,Tripura,West Tripura,23.7968,91.3109,Airtel,4G,93,-71,94.4,27.7,41,0.3,0.2,GOOD,0.85
N000278,2026-06-18 21:51:00,Tripura,Sipahijala,23.7577,91.3335,Airtel,5G,92,-54,110.7,40.9,38,0.9,0.5,GOOD,0.91
N000279,2026-06-18 21:54:00,Tripura,Dhalai,23.7453,91.7186,Airtel,5G,98,-59,96.0,22.5,19,0.2,0.1,GOOD,0.96
N000280,2026-06-18 21:57:00,Arunachal Pradesh,Tawang,27.7308,91.7347,Airtel,3G,30,-112,1.7,0.46,540,26.2,14.4,POOR,0.98
N000281,2026-06-18 22:00:00,Arunachal Pradesh,West Kameng,27.2458,92.3977,BSNL,NO_SERVICE,36,-97,1.7,0.02,504,27.4,15.1,NO_NETWORK,0.86
N000282,2026-06-18 22:03:00,Arunachal Pradesh,Papum Pare,27.2258,93.5828,Jio,5G,99,-67,120.6,17.0,19,0.4,0.2,GOOD,0.87
N000283,2026-06-18 22:06:00,Arunachal Pradesh,East Siang,28.1528,95.3702,BSNL,4G,99,-58,112.8,11.1,25,0.3,0.2,GOOD,0.98
N000284,2026-06-18 22:09:00,Arunachal Pradesh,Lower Subansiri,27.516,93.7556,Jio,3G,72,-85,13.9,2.1,117,5.7,3.1,POOR,0.97
N000285,2026-06-18 22:12:00,Assam,Kamrup Metropolitan,26.2565,91.6862,Airtel,5G,97,-69,43.0,38.7,43,0.2,0.1,GOOD,0.93
N000286,2026-06-18 22:15:00,Assam,Kamrup Rural,26.1281,91.6088,BSNL,5G,93,-73,115.0,14.8,35,0.8,0.4,GOOD,0.88
N000287,2026-06-18 22:18:00,Assam,Darrang,26.5834,91.9739,BSNL,4G,92,-74,43.8,11.8,18,0.6,0.3,GOOD,0.93
N000288,2026-06-18 22:21:00,Assam,Sonitpur,26.5221,92.8534,Airtel,4G,98,-62,96.1,32.4,30,0.3,0.2,GOOD,0.98
N000289,2026-06-18 22:24:00,Assam,Dibrugarh,27.3508,94.9631,Airtel,5G,96,-58,74.8,33.4,40,1.4,0.8,GOOD,0.9
N000290,2026-06-18 22:27:00,Assam,Cachar,24.7374,92.6932,BSNL,4G,96,-53,48.1,35.1,30,1.1,0.6,GOOD,0.96
N000291,2026-06-18 22:30:00,Assam,Nagaon,26.2365,92.5571,Jio,5G,97,-57,54.4,36.7,48,1.2,0.7,GOOD,0.91
N000292,2026-06-18 22:33:00,Meghalaya,East Khasi Hills,25.5907,91.9649,Airtel,4G,66,-98,6.7,1.2,123,2.3,1.3,OK,0.94
N000293,2026-06-18 22:36:00,Meghalaya,West Khasi Hills,25.5899,91.1493,Airtel,4G,85,-89,6.1,2.1,70,6.4,3.5,OK,0.97
N000294,2026-06-18 22:39:00,Meghalaya,Ri-Bhoi,25.9579,91.9174,BSNL,5G,96,-58,29.2,9.1,20,0.3,0.2,GOOD,0.89
N000295,2026-06-18 22:42:00,Meghalaya,West Jaintia Hills,25.4233,92.2529,Airtel,3G,68,-82,10.4,4.0,102,2.3,1.3,POOR,0.9
N000296,2026-06-18 22:45:00,Sikkim,East Sikkim,27.4146,88.6916,Jio,3G,72,-78,9.4,3.1,145,3.0,1.7,POOR,0.94
N000297,2026-06-18 22:48:00,Sikkim,North Sikkim,27.5926,88.5407,BSNL,3G,27,-100,1.38,0.27,508,15.5,8.5,POOR,0.88
N000298,2026-06-18 22:51:00,Sikkim,South Sikkim,27.1911,88.3322,Airtel,3G,88,-87,7.2,4.0,81,2.5,1.4,POOR,0.92
N000299,2026-06-18 22:54:00,Nagaland,Kohima,25.6833,94.2485,BSNL,3G,89,-84,15.1,2.7,72,4.7,2.6,POOR,0.89
N000300,2026-06-18 22:57:00,Nagaland,Dimapur,26.0187,93.5932,BSNL,5G,93,-58,93.9,21.6,37,0.4,0.2,GOOD,0.92
N000301,2026-06-18 23:00:00,Nagaland,Mokokchung,26.2058,94.6238,Jio,4G,68,-89,10.5,4.5,144,5.7,3.1,OK,0.89
N000302,2026-06-18 23:03:00,Manipur,Imphal West,24.7151,93.9216,Airtel,4G,98,-60,62.2,9.3,26,0.6,0.3,GOOD,0.9
N000303,2026-06-18 23:06:00,Manipur,Bishnupur,24.7663,93.6811,BSNL,4G,97,-57,120.4,33.6,46,0.8,0.4,GOOD,0.91
N000304,2026-06-18 23:09:00,Manipur,Senapati,25.2345,93.9789,Jio,3G,78,-87,15.0,4.1,85,3.0,1.7,POOR,0.85
N000305,2026-06-18 23:12:00,Mizoram,Aizawl,23.6896,92.5761,Airtel,2G,69,-88,6.1,1.3,102,1.9,1.0,POOR,0.86
N000306,2026-06-18 23:15:00,Mizoram,Kolasib,24.1706,92.5738,Airtel,4G,94,-63,88.5,35.7,23,0.1,0.1,GOOD,0.87
N000307,2026-06-18 23:18:00,Mizoram,Lunglei,22.9388,92.6316,Airtel,3G,89,-94,6.2,3.4,93,3.0,1.7,POOR,0.87
N000308,2026-06-18 23:21:00,Tripura,West Tripura,23.9533,91.1425,BSNL,5G,93,-67,96.7,27.1,29,0.7,0.4,GOOD,0.94
N000309,2026-06-18 23:24:00,Tripura,Sipahijala,23.7032,91.3203,Jio,5G,93,-67,96.3,16.9,32,0.3,0.2,GOOD,0.86
N000310,2026-06-18 23:27:00,Tripura,Dhalai,23.7366,91.7715,BSNL,4G,97,-69,78.3,30.0,30,1.1,0.6,GOOD,0.92
N000311,2026-06-18 23:30:00,Arunachal Pradesh,Tawang,27.4694,91.9809,Jio,NO_SERVICE,46,-97,0.93,0.51,504,17.8,9.8,NO_NETWORK,0.96
N000312,2026-06-18 23:33:00,Arunachal Pradesh,West Kameng,27.287,92.4815,BSNL,NO_SERVICE,35,-110,0.96,0.52,483,19.8,10.9,NO_NETWORK,0.95
N000313,2026-06-18 23:36:00,Arunachal Pradesh,Papum Pare,27.0226,93.5916,BSNL,4G,97,-73,55.6,41.0,25,0.6,0.3,GOOD,0.86
N000314,2026-06-18 23:39:00,Arunachal Pradesh,East Siang,28.0242,95.462,Airtel,4G,96,-72,52.0,41.5,34,0.5,0.3,GOOD,0.95
N000315,2026-06-18 23:42:00,Arunachal Pradesh,Lower Subansiri,27.5662,93.7971,BSNL,4G,73,-85,11.8,4.7,103,3.2,1.8,OK,0.87
N000316,2026-06-18 23:45:00,Assam,Kamrup Metropolitan,26.1065,91.8104,BSNL,5G,98,-58,87.1,17.2,33,0.5,0.3,GOOD,0.91
N000317,2026-06-18 23:48:00,Assam,Kamrup Rural,26.2549,91.6005,BSNL,5G,97,-73,125.5,40.6,34,0.8,0.4,GOOD,0.96
N000318,2026-06-18 23:51:00,Assam,Darrang,26.342,91.9867,Airtel,4G,96,-60,61.9,20.5,38,0.5,0.3,GOOD,0.94
N000319,2026-06-18 23:54:00,Assam,Sonitpur,26.7175,92.782,BSNL,5G,98,-57,63.1,24.9,45,1.2,0.7,GOOD,0.88
N000320,2026-06-18 23:57:00,Assam,Dibrugarh,27.3633,94.9768,Jio,5G,100,-57,64.1,37.4,35,0.4,0.2,GOOD,0.89
N000321,2026-06-19 00:00:00,Assam,Cachar,24.6964,92.6887,Jio,5G,95,-60,56.2,42.0,23,0.7,0.4,GOOD,0.9
N000322,2026-06-19 00:03:00,Assam,Nagaon,26.3147,92.7786,BSNL,4G,92,-55,40.7,18.1,46,1.3,0.7,GOOD,0.89
N000323,2026-06-19 00:06:00,Meghalaya,East Khasi Hills,25.4861,91.8504,Airtel,2G,78,-92,10.9,2.6,93,3.2,1.8,POOR,0.87
N000324,2026-06-19 00:09:00,Meghalaya,West Khasi Hills,25.442,91.3498,Airtel,4G,73,-98,8.1,4.1,131,2.0,1.1,OK,0.93
N000325,2026-06-19 00:12:00,Meghalaya,Ri-Bhoi,26.0184,91.846,BSNL,4G,92,-64,68.3,15.2,27,0.9,0.5,GOOD,0.88
N000326,2026-06-19 00:15:00,Meghalaya,West Jaintia Hills,25.5773,92.2058,BSNL,3G,78,-85,14.9,1.9,142,2.4,1.3,POOR,0.9
N000327,2026-06-19 00:18:00,Sikkim,East Sikkim,27.3181,88.755,Airtel,3G,80,-88,9.4,1.9,138,2.0,1.1,POOR,0.9
N000328,2026-06-19 00:21:00,Sikkim,North Sikkim,27.374,88.5983,BSNL,NO_SERVICE,41,-109,1.8,0.48,418,15.5,8.5,NO_NETWORK,0.98
N000329,2026-06-19 00:24:00,Sikkim,South Sikkim,27.07,88.3332,Airtel,4G,86,-94,4.9,1.4,80,2.4,1.3,OK,0.98
N000330,2026-06-19 00:27:00,Nagaland,Kohima,25.6309,94.258,Airtel,4G,80,-81,9.7,4.7,135,1.9,1.0,OK,0.85
N000331,2026-06-19 00:30:00,Nagaland,Dimapur,25.774,93.7789,Jio,4G,100,-59,37.6,27.9,30,0.8,0.4,GOOD,0.97
N000332,2026-06-19 00:33:00,Nagaland,Mokokchung,26.3788,94.6558,Airtel,2G,77,-85,15.3,3.1,129,3.2,1.8,POOR,0.88
N000333,2026-06-19 00:36:00,Manipur,Imphal West,24.7985,93.8247,Airtel,5G,97,-63,31.3,26.9,25,1.3,0.7,GOOD,0.86
N000334,2026-06-19 00:39:00,Manipur,Bishnupur,24.5973,93.7847,Airtel,4G,96,-72,89.8,10.5,45,1.3,0.7,GOOD,0.86
N000335,2026-06-19 00:42:00,Manipur,Senapati,25.2213,93.9932,Jio,4G,72,-79,7.4,4.9,131,4.6,2.5,OK,0.88
N000336,2026-06-19 00:45:00,Mizoram,Aizawl,23.6965,92.7625,BSNL,4G,74,-82,7.0,2.4,92,5.8,3.2,OK,0.87
N000337,2026-06-19 00:48:00,Mizoram,Kolasib,24.1258,92.6853,Jio,5G,97,-74,106.6,31.0,29,0.8,0.4,GOOD,0.92
N000338,2026-06-19 00:51:00,Mizoram,Lunglei,22.8081,92.7239,Airtel,4G,71,-97,6.2,2.1,85,1.9,1.0,OK,0.97
N000339,2026-06-19 00:54:00,Tripura,West Tripura,23.8289,91.1736,BSNL,5G,100,-64,125.9,37.4,19,1.2,0.7,GOOD,0.91
N000340,2026-06-19 00:57:00,Tripura,Sipahijala,23.699,91.4612,BSNL,4G,97,-66,65.1,10.6,21,0.9,0.5,GOOD,0.86
N000341,2026-06-19 01:00:00,Tripura,Dhalai,23.7959,91.8042,BSNL,4G,98,-55,123.4,12.0,23,0.6,0.3,GOOD,0.9
N000342,2026-06-19 01:03:00,Arunachal Pradesh,Tawang,27.5261,91.7567,Jio,NO_SERVICE,41,-108,0.89,0.46,321,28.9,15.9,NO_NETWORK,0.93
N000343,2026-06-19 01:06:00,Arunachal Pradesh,West Kameng,27.3526,92.4185,BSNL,2G,16,-113,0.9,0.03,411,25.6,14.1,POOR,0.9
N000344,2026-06-19 01:09:00,Arunachal Pradesh,Papum Pare,27.0214,93.6148,Jio,5G,97,-70,95.0,24.7,45,1.3,0.7,GOOD,0.92
N000345,2026-06-19 01:12:00,Arunachal Pradesh,East Siang,28.1571,95.3415,Jio,4G,94,-68,65.9,25.2,41,0.4,0.2,GOOD,0.91
N000346,2026-06-19 01:15:00,Arunachal Pradesh,Lower Subansiri,27.5194,93.8951,BSNL,4G,76,-98,13.3,2.9,110,3.7,2.0,OK,0.9
N000347,2026-06-19 01:18:00,Assam,Kamrup Metropolitan,26.2415,91.6083,Airtel,4G,96,-70,47.5,19.1,35,0.9,0.5,GOOD,0.93
