state,district,subdistrict,village,latitude,longitude,geometry
Assam,Darrang,Darrang Sub-Division,Teliamura Ward-25,26.5986,92.1171,POINT(92.1171 26.5986)
Assam,Sonitpur,Sonitpur Sub-Division,Lumla Ward-1,26.5459,92.7074,POINT(92.7074 26.5459)
Assam,Dibrugarh,Dibrugarh Sub-Division,Chumukedima Ward-2,27.5594,94.9408,POINT(94.9408 27.5594)
Assam,Cachar,Cachar Sub-Division,Kalaigaon Ward-3,24.7223,92.7041,POINT(92.7041 24.7223)
Assam,Nagaon,Nagaon Sub-Division,Lumla Ward-4,26.2347,92.6415,POINT(92.6415 26.2347)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Bishalgarh Ward-5,25.4811,91.759,POINT(91.759 25.4811)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Sipajhar Ward-6,25.3791,91.2445,POINT(91.2445 25.3791)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Mairang Ward-7,25.9012,92.0136,POINT(92.0136 25.9012)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Moirang Ward-8,25.4977,92.1405,POINT(92.1405 25.4977)
Sikkim,East Sikkim,East Sikkim Sub-Division,Dirang Ward-9,27.3326,88.577,POINT(88.577 27.3326)
Sikkim,North Sikkim,North Sikkim Sub-Division,Serchhip Ward-10,27.4831,88.6698,POINT(88.6698 27.4831)
Sikkim,South Sikkim,South Sikkim Sub-Division,Serchhip Ward-11,27.1025,88.3899,POINT(88.3899 27.1025)
Nagaland,Kohima,Kohima Sub-Division,Nongpoh Ward-12,25.7043,94.0471,POINT(94.0471 25.7043)
Nagaland,Dimapur,Dimapur Sub-Division,Teliamura Ward-13,25.9673,93.8333,POINT(93.8333 25.9673)
Nagaland,Mokokchung,Mokokchung Sub-Division,Teliamura Ward-14,26.4346,94.499,POINT(94.499 26.4346)
Manipur,Imphal West,Imphal West Sub-Division,Mairang Ward-15,24.803,93.9116,POINT(93.9116 24.803)
Manipur,Bishnupur,Bishnupur Sub-Division,Teliamura Ward-16,24.5589,93.9006,POINT(93.9006 24.5589)
Manipur,Senapati,Senapati Sub-Division,Singtam Ward-17,25.3595,93.888,POINT(93.888 25.3595)
Mizoram,Aizawl,Aizawl Sub-Division,Chumukedima Ward-18,23.6161,92.5856,POINT(92.5856 23.6161)
Mizoram,Kolasib,Kolasib Sub-Division,Hnahthial Ward-19,24.1932,92.7921,POINT(92.7921 24.1932)
Mizoram,Lunglei,Lunglei Sub-Division,Rangia Ward-20,22.9463,92.8805,POINT(92.8805 22.9463)
Tripura,West Tripura,West Tripura Sub-Division,Ambassa Ward-21,23.8337,91.1832,POINT(91.1832 23.8337)
Tripura,Sipahijala,Sipahijala Sub-Division,Singtam Ward-22,23.7386,91.2723,POINT(91.2723 23.7386)
Tripura,Dhalai,Dhalai Sub-Division,Tseminyu Ward-23,23.8287,91.8683,POINT(91.8683 23.8287)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Rupa Ward-24,27.6289,91.7173,POINT(91.7173 27.6289)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Rupa Ward-25,27.1232,92.3479,POINT(92.3479 27.1232)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Teliamura Ward-1,26.9522,93.7276,POINT(93.7276 26.9522)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Lumla Ward-2,28.1383,95.4675,POINT(95.4675 28.1383)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Tenga Ward-3,27.5259,93.7823,POINT(93.7823 27.5259)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Nongpoh Ward-4,26.2769,91.7651,POINT(91.7651 26.2769)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Rupa Ward-5,26.2204,91.6142,POINT(91.6142 26.2204)
Assam,Darrang,Darrang Sub-Division,Chaygaon Ward-6,26.4841,92.0053,POINT(92.0053 26.4841)
Assam,Sonitpur,Sonitpur Sub-Division,Mairang Ward-7,26.6128,92.7276,POINT(92.7276 26.6128)
Assam,Dibrugarh,Dibrugarh Sub-Division,Teliamura Ward-8,27.4153,94.8282,POINT(94.8282 27.4153)
Assam,Cachar,Cachar Sub-Division,Rupa Ward-9,24.9669,92.8591,POINT(92.8591 24.9669)
Assam,Nagaon,Nagaon Sub-Division,Gyalshing Ward-10,26.1975,92.7581,POINT(92.7581 26.1975)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Nongpoh Ward-11,25.4978,91.9109,POINT(91.9109 25.4978)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Nambol Ward-12,25.6185,91.1227,POINT(91.1227 25.6185)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Dirang Ward-13,25.8439,91.8588,POINT(91.8588 25.8439)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Mangan Ward-14,25.3346,92.0563,POINT(92.0563 25.3346)
Sikkim,East Sikkim,East Sikkim Sub-Division,Chaygaon Ward-15,27.3269,88.6634,POINT(88.6634 27.3269)
Sikkim,North Sikkim,North Sikkim Sub-Division,Bishalgarh Ward-16,27.423,88.5767,POINT(88.5767 27.423)
Sikkim,South Sikkim,South Sikkim Sub-Division,Mangan Ward-17,27.2437,88.2665,POINT(88.2665 27.2437)
Nagaland,Kohima,Kohima Sub-Division,Sipajhar Ward-18,25.5593,94.1116,POINT(94.1116 25.5593)
Nagaland,Dimapur,Dimapur Sub-Division,Cherrapunji Ward-19,26.0443,93.7711,POINT(93.7711 26.0443)
Nagaland,Mokokchung,Mokokchung Sub-Division,Ambassa Ward-20,26.2342,94.5507,POINT(94.5507 26.2342)
Manipur,Imphal West,Imphal West Sub-Division,Ambassa Ward-21,24.9524,93.9752,POINT(93.9752 24.9524)
Manipur,Bishnupur,Bishnupur Sub-Division,Rupa Ward-22,24.6171,93.8917,POINT(93.8917 24.6171)
Manipur,Senapati,Senapati Sub-Division,Rupa Ward-23,25.207,94.1513,POINT(94.1513 25.207)
Mizoram,Aizawl,Aizawl Sub-Division,Nongpoh Ward-24,23.7098,92.6584,POINT(92.6584 23.7098)
Mizoram,Kolasib,Kolasib Sub-Division,Ambassa Ward-25,24.0923,92.6685,POINT(92.6685 24.0923)
Mizoram,Lunglei,Lunglei Sub-Division,Teliamura Ward-1,22.753,92.8493,POINT(92.8493 22.753)
Tripura,West Tripura,West Tripura Sub-Division,Tenga Ward-2,23.7968,91.3109,POINT(91.3109 23.7968)
Tripura,Sipahijala,Sipahijala Sub-Division,Lumla Ward-3,23.7577,91.3335,POINT(91.3335 23.7577)
Tripura,Dhalai,Dhalai Sub-Division,Serchhip Ward-4,23.7453,91.7186,POINT(91.7186 23.7453)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Dirang Ward-5,27.7308,91.7347,POINT(91.7347 27.7308)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Tseminyu Ward-6,27.2458,92.3977,POINT(92.3977 27.2458)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Nongpoh Ward-7,27.2258,93.5828,POINT(93.5828 27.2258)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Moirang Ward-8,28.1528,95.3702,POINT(95.3702 28.1528)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Cherrapunji Ward-9,27.516,93.7556,POINT(93.7556 27.516)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Sipajhar Ward-10,26.2565,91.6862,POINT(91.6862 26.2565)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Serchhip Ward-11,26.1281,91.6088,POINT(91.6088 26.1281)
Assam,Darrang,Darrang Sub-Division,Kalaigaon Ward-12,26.5834,91.9739,POINT(91.9739 26.5834)
Assam,Sonitpur,Sonitpur Sub-Division,Rupa Ward-13,26.5221,92.8534,POINT(92.8534 26.5221)
Assam,Dibrugarh,Dibrugarh Sub-Division,Sipajhar Ward-14,27.3508,94.9631,POINT(94.9631 27.3508)
Assam,Cachar,Cachar Sub-Division,Hnahthial Ward-15,24.7374,92.6932,POINT(92.6932 24.7374)
Assam,Nagaon,Nagaon Sub-Division,Moirang Ward-16,26.2365,92.5571,POINT(92.5571 26.2365)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Nambol Ward-17,25.5907,91.9649,POINT(91.9649 25.5907)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Mairang Ward-18,25.5899,91.1493,POINT(91.1493 25.5899)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Cherrapunji Ward-19,25.9579,91.9174,POINT(91.9174 25.9579)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Gyalshing Ward-20,25.4233,92.2529,POINT(92.2529 25.4233)
Sikkim,East Sikkim,East Sikkim Sub-Division,Rupa Ward-21,27.4146,88.6916,POINT(88.6916 27.4146)
Sikkim,North Sikkim,North Sikkim Sub-Division,Bishalgarh Ward-22,27.5926,88.5407,POINT(88.5407 27.5926)
Sikkim,South Sikkim,South Sikkim Sub-Division,Gyalshing Ward-23,27.1911,88.3322,POINT(88.3322 27.1911)
Nagaland,Kohima,Kohima Sub-Division,Hnahthial Ward-24,25.6833,94.2485,POINT(94.2485 25.6833)
Nagaland,Dimapur,Dimapur Sub-Division,Serchhip Ward-25,26.0187,93.5932,POINT(93.5932 26.0187)
Nagaland,Mokokchung,Mokokchung Sub-Division,Teliamura Ward-1,26.2058,94.6238,POINT(94.6238 26.2058)
Manipur,Imphal West,Imphal West Sub-Division,Nongpoh Ward-2,24.7151,93.9216,POINT(93.9216 24.7151)
Manipur,Bishnupur,Bishnupur Sub-Division,Kalaigaon Ward-3,24.7663,93.6811,POINT(93.6811 24.7663)
Manipur,Senapati,Senapati Sub-Division,Mangan Ward-4,25.2345,93.9789,POINT(93.9789 25.2345)
Mizoram,Aizawl,Aizawl Sub-Division,Mairang Ward-5,23.6896,92.5761,POINT(92.5761 23.6896)
Mizoram,Kolasib,Kolasib Sub-Division,Mairang Ward-6,24.1706,92.5738,POINT(92.5738 24.1706)
Mizoram,Lunglei,Lunglei Sub-Division,Kalaigaon Ward-7,22.9388,92.6316,POINT(92.6316 22.9388)
Tripura,West Tripura,West Tripura Sub-Division,Jang Ward-8,23.9533,91.1425,POINT(91.1425 23.9533)
Tripura,Sipahijala,Sipahijala Sub-Division,Kalaigaon Ward-9,23.7032,91.3203,POINT(91.3203 23.7032)
Tripura,Dhalai,Dhalai Sub-Division,Jang Ward-10,23.7366,91.7715,POINT(91.7715 23.7366)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Gyalshing Ward-11,27.4694,91.9809,POINT(91.9809 27.4694)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Kalaigaon Ward-12,27.287,92.4815,POINT(92.4815 27.287)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Sipajhar Ward-13,27.0226,93.5916,POINT(93.5916 27.0226)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Gyalshing Ward-14,28.0242,95.462,POINT(95.462 28.0242)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Serchhip Ward-15,27.5662,93.7971,POINT(93.7971 27.5662)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Lumla Ward-16,26.1065,91.8104,POINT(91.8104 26.1065)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Tseminyu Ward-17,26.2549,91.6005,POINT(91.6005 26.2549)
Assam,Darrang,Darrang Sub-Division,Tenga Ward-18,26.342,91.9867,POINT(91.9867 26.342)
Assam,Sonitpur,Sonitpur Sub-Division,Rangia Ward-19,26.7175,92.782,POINT(92.782 26.7175)
Assam,Dibrugarh,Dibrugarh Sub-Division,Mairang Ward-20,27.3633,94.9768,POINT(94.9768 27.3633)
Assam,Cachar,Cachar Sub-Division,Dirang Ward-21,24.6964,92.6887,POINT(92.6887 24.6964)
Assam,Nagaon,Nagaon Sub-Division,Hnahthial Ward-22,26.3147,92.7786,POINT(92.7786 26.3147)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Jang Ward-23,25.4861,91.8504,POINT(91.8504 25.4861)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Ambassa Ward-24,25.442,91.3498,POINT(91.3498 25.442)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Bishalgarh Ward-25,26.0184,91.846,POINT(91.846 26.0184)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Jang Ward-1,25.5773,92.2058,POINT(92.2058 25.5773)
Sikkim,East Sikkim,East Sikkim Sub-Division,Mangan Ward-2,27.3181,88.755,POINT(88.755 27.3181)
Sikkim,North Sikkim,North Sikkim Sub-Division,Singtam Ward-3,27.374,88.5983,POINT(88.5983 27.374)
Sikkim,South Sikkim,South Sikkim Sub-Division,Cherrapunji Ward-4,27.07,88.3332,POINT(88.3332 27.07)
Nagaland,Kohima,Kohima Sub-Division,Jang Ward-5,25.6309,94.258,POINT(94.258 25.6309)
Nagaland,Dimapur,Dimapur Sub-Division,Moirang Ward-6,25.774,93.7789,POINT(93.7789 25.774)
Nagaland,Mokokchung,Mokokchung Sub-Division,Hnahthial Ward-7,26.3788,94.6558,POINT(94.6558 26.3788)
Manipur,Imphal West,Imphal West Sub-Division,Rangia Ward-8,24.7985,93.8247,POINT(93.8247 24.7985)
Manipur,Bishnupur,Bishnupur Sub-Division,Singtam Ward-9,24.5973,93.7847,POINT(93.7847 24.5973)
Manipur,Senapati,Senapati Sub-Division,Nongpoh Ward-10,25.2213,93.9932,POINT(93.9932 25.2213)
Mizoram,Aizawl,Aizawl Sub-Division,Moirang Ward-11,23.6965,92.7625,POINT(92.7625 23.6965)
Mizoram,Kolasib,Kolasib Sub-Division,Lumla Ward-12,24.1258,92.6853,POINT(92.6853 24.1258)
Mizoram,Lunglei,Lunglei Sub-Division,Kalaigaon Ward-13,22.8081,92.7239,POINT(92.7239 22.8081)
Tripura,West Tripura,West Tripura Sub-Division,Bishalgarh Ward-14,23.8289,91.1736,POINT(91.1736 23.8289)
Tripura,Sipahijala,Sipahijala Sub-Division,Lumla Ward-15,23.699,91.4612,POINT(91.4612 23.699)
Tripura,Dhalai,Dhalai Sub-Division,Jang Ward-16,23.7959,91.8042,POINT(91.8042 23.7959)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Jang Ward-17,27.5261,91.7567,POINT(91.7567 27.5261)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Chaygaon Ward-18,27.3526,92.4185,POINT(92.4185 27.3526)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Sipajhar Ward-19,27.0214,93.6148,POINT(93.6148 27.0214)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Tenga Ward-20,28.1571,95.3415,POINT(95.3415 28.1571)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Hnahthial Ward-21,27.5194,93.8951,POINT(93.8951 27.5194)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Chaygaon Ward-22,26.2415,91.6083,POINT(91.6083 26.2415)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Nambol Ward-23,26.239,91.5154,POINT(91.5154 26.239)
Assam,Darrang,Darrang Sub-Division,Teliamura Ward-24,26.4783,92.1113,POINT(92.1113 26.4783)
Assam,Sonitpur,Sonitpur Sub-Division,Hnahthial Ward-25,26.5004,92.6798,POINT(92.6798 26.5004)
Assam,Dibrugarh,Dibrugarh Sub-Division,Singtam Ward-1,27.6032,94.8296,POINT(94.8296 27.6032)
Assam,Cachar,Cachar Sub-Division,Tseminyu Ward-2,24.707,92.6878,POINT(92.6878 24.707)
Assam,Nagaon,Nagaon Sub-Division,Mairang Ward-3,26.3795,92.562,POINT(92.562 26.3795)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Mangan Ward-4,25.4751,91.9409,POINT(91.9409 25.4751)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Bishalgarh Ward-5,25.6372,91.1224,POINT(91.1224 25.6372)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Nongpoh Ward-6,25.9424,91.903,POINT(91.903 25.9424)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Hnahthial Ward-7,25.4854,92.0591,POINT(92.0591 25.4854)
Sikkim,East Sikkim,East Sikkim Sub-Division,Nongpoh Ward-8,27.4759,88.6014,POINT(88.6014 27.4759)
Sikkim,North Sikkim,North Sikkim Sub-Division,Bishalgarh Ward-9,27.4861,88.6066,POINT(88.6066 27.4861)
Sikkim,South Sikkim,South Sikkim Sub-Division,Teliamura Ward-10,27.0812,88.382,POINT(88.382 27.0812)
Nagaland,Kohima,Kohima Sub-Division,Rupa Ward-11,25.8215,94.0622,POINT(94.0622 25.8215)
Nagaland,Dimapur,Dimapur Sub-Division,Teliamura Ward-12,25.9253,93.6732,POINT(93.6732 25.9253)
Nagaland,Mokokchung,Mokokchung Sub-Division,Sipajhar Ward-13,26.2173,94.3852,POINT(94.3852 26.2173)
Manipur,Imphal West,Imphal West Sub-Division,Jang Ward-14,24.9558,94.0575,POINT(94.0575 24.9558)
Manipur,Bishnupur,Bishnupur Sub-Division,Rangia Ward-15,24.5762,93.8434,POINT(93.8434 24.5762)
Manipur,Senapati,Senapati Sub-Division,Ambassa Ward-16,25.3737,94.0092,POINT(94.0092 25.3737)
Mizoram,Aizawl,Aizawl Sub-Division,Dirang Ward-17,23.8671,92.6321,POINT(92.6321 23.8671)
Mizoram,Kolasib,Kolasib Sub-Division,Chumukedima Ward-18,24.2493,92.7829,POINT(92.7829 24.2493)
Mizoram,Lunglei,Lunglei Sub-Division,Rupa Ward-19,22.9842,92.7193,POINT(92.7193 22.9842)
Tripura,West Tripura,West Tripura Sub-Division,Dirang Ward-20,23.8025,91.1504,POINT(91.1504 23.8025)
Tripura,Sipahijala,Sipahijala Sub-Division,Moirang Ward-21,23.651,91.1841,POINT(91.1841 23.651)
Tripura,Dhalai,Dhalai Sub-Division,Chaygaon Ward-22,23.9476,91.887,POINT(91.887 23.9476)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Jang Ward-23,27.5543,91.9479,POINT(91.9479 27.5543)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Cherrapunji Ward-24,27.1578,92.4466,POINT(92.4466 27.1578)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Singtam Ward-25,26.9915,93.5665,POINT(93.5665 26.9915)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Cherrapunji Ward-1,28.1839,95.2179,POINT(95.2179 28.1839)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Moirang Ward-2,27.6972,93.9018,POINT(93.9018 27.6972)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Nambol Ward-3,26.1474,91.7332,POINT(91.7332 26.1474)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Jang Ward-4,26.1455,91.6141,POINT(91.6141 26.1455)
Assam,Darrang,Darrang Sub-Division,Moirang Ward-5,26.5196,92.0874,POINT(92.0874 26.5196)
Assam,Sonitpur,Sonitpur Sub-Division,Nongpoh Ward-6,26.6805,92.9342,POINT(92.9342 26.6805)
Assam,Dibrugarh,Dibrugarh Sub-Division,Tseminyu Ward-7,27.4979,94.8132,POINT(94.8132 27.4979)
Assam,Cachar,Cachar Sub-Division,Tseminyu Ward-8,24.7974,92.8754,POINT(92.8754 24.7974)
Assam,Nagaon,Nagaon Sub-Division,Teliamura Ward-9,26.2282,92.5397,POINT(92.5397 26.2282)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Lumla Ward-10,25.49,91.8938,POINT(91.8938 25.49)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Cherrapunji Ward-11,25.5808,91.1287,POINT(91.1287 25.5808)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Serchhip Ward-12,26.0494,91.8735,POINT(91.8735 26.0494)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Dirang Ward-13,25.5736,92.1527,POINT(92.1527 25.5736)
Sikkim,East Sikkim,East Sikkim Sub-Division,Mangan Ward-14,27.3931,88.6976,POINT(88.6976 27.3931)
Sikkim,North Sikkim,North Sikkim Sub-Division,Ambassa Ward-15,27.424,88.5674,POINT(88.5674 27.424)
Sikkim,South Sikkim,South Sikkim Sub-Division,Rupa Ward-16,27.2514,88.4115,POINT(88.4115 27.2514)
Nagaland,Kohima,Kohima Sub-Division,Nambol Ward-17,25.6297,94.2387,POINT(94.2387 25.6297)
Nagaland,Dimapur,Dimapur Sub-Division,Jang Ward-18,25.9288,93.7405,POINT(93.7405 25.9288)
Nagaland,Mokokchung,Mokokchung Sub-Division,Nambol Ward-19,26.4614,94.6114,POINT(94.6114 26.4614)
Manipur,Imphal West,Imphal West Sub-Division,Ambassa Ward-20,24.6907,94.064,POINT(94.064 24.6907)
Manipur,Bishnupur,Bishnupur Sub-Division,Jang Ward-21,24.543,93.7761,POINT(93.7761 24.543)
Manipur,Senapati,Senapati Sub-Division,Rangia Ward-22,25.1428,94.0823,POINT(94.0823 25.1428)
Mizoram,Aizawl,Aizawl Sub-Division,Rupa Ward-23,23.7364,92.759,POINT(92.759 23.7364)
Mizoram,Kolasib,Kolasib Sub-Division,Chaygaon Ward-24,24.2117,92.7344,POINT(92.7344 24.2117)
Mizoram,Lunglei,Lunglei Sub-Division,Rangia Ward-25,23.0087,92.7121,POINT(92.7121 23.0087)
Tripura,West Tripura,West Tripura Sub-Division,Singtam Ward-1,23.8767,91.3636,POINT(91.3636 23.8767)
Tripura,Sipahijala,Sipahijala Sub-Division,Nongpoh Ward-2,23.7574,91.1888,POINT(91.1888 23.7574)
Tripura,Dhalai,Dhalai Sub-Division,Tseminyu Ward-3,23.9551,91.7112,POINT(91.7112 23.9551)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Chaygaon Ward-4,27.4888,91.9853,POINT(91.9853 27.4888)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Teliamura Ward-5,27.3955,92.5545,POINT(92.5545 27.3955)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Gyalshing Ward-6,27.0399,93.6474,POINT(93.6474 27.0399)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Teliamura Ward-7,28.2127,95.339,POINT(95.339 28.2127)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Mangan Ward-8,27.5513,93.7619,POINT(93.7619 27.5513)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Chaygaon Ward-9,26.1322,91.6634,POINT(91.6634 26.1322)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Rupa Ward-10,26.1235,91.6143,POINT(91.6143 26.1235)
Assam,Darrang,Darrang Sub-Division,Gyalshing Ward-11,26.5711,92.1291,POINT(92.1291 26.5711)
Assam,Sonitpur,Sonitpur Sub-Division,Kalaigaon Ward-12,26.5124,92.9371,POINT(92.9371 26.5124)
Assam,Dibrugarh,Dibrugarh Sub-Division,Rupa Ward-13,27.401,94.8327,POINT(94.8327 27.401)
Assam,Cachar,Cachar Sub-Division,Chaygaon Ward-14,24.858,92.8008,POINT(92.8008 24.858)
Assam,Nagaon,Nagaon Sub-Division,Lumla Ward-15,26.2138,92.5695,POINT(92.5695 26.2138)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Dirang Ward-16,25.7057,92.0096,POINT(92.0096 25.7057)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Tseminyu Ward-17,25.6348,91.1985,POINT(91.1985 25.6348)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Hnahthial Ward-18,25.8935,91.8665,POINT(91.8665 25.8935)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Tseminyu Ward-19,25.5738,92.2772,POINT(92.2772 25.5738)
Sikkim,East Sikkim,East Sikkim Sub-Division,Hnahthial Ward-20,27.2631,88.6829,POINT(88.6829 27.2631)
Sikkim,North Sikkim,North Sikkim Sub-Division,Chumukedima Ward-21,27.5085,88.5085,POINT(88.5085 27.5085)
Sikkim,South Sikkim,South Sikkim Sub-Division,Moirang Ward-22,27.1843,88.3516,POINT(88.3516 27.1843)
Nagaland,Kohima,Kohima Sub-Division,Kalaigaon Ward-23,25.7814,94.0912,POINT(94.0912 25.7814)
Nagaland,Dimapur,Dimapur Sub-Division,Nongpoh Ward-24,25.7841,93.7306,POINT(93.7306 25.7841)
Nagaland,Mokokchung,Mokokchung Sub-Division,Singtam Ward-25,26.2996,94.5392,POINT(94.5392 26.2996)
Manipur,Imphal West,Imphal West Sub-Division,Lumla Ward-1,24.884,93.9056,POINT(93.9056 24.884)
Manipur,Bishnupur,Bishnupur Sub-Division,Moirang Ward-2,24.5043,93.7416,POINT(93.7416 24.5043)
Manipur,Senapati,Senapati Sub-Division,Tseminyu Ward-3,25.3904,93.8807,POINT(93.8807 25.3904)
Mizoram,Aizawl,Aizawl Sub-Division,Nongpoh Ward-4,23.6311,92.6082,POINT(92.6082 23.6311)
Mizoram,Kolasib,Kolasib Sub-Division,Cherrapunji Ward-5,24.1961,92.8279,POINT(92.8279 24.1961)
Mizoram,Lunglei,Lunglei Sub-Division,Rangia Ward-6,22.8432,92.6141,POINT(92.6141 22.8432)
Tripura,West Tripura,West Tripura Sub-Division,Chaygaon Ward-7,23.9396,91.1724,POINT(91.1724 23.9396)
Tripura,Sipahijala,Sipahijala Sub-Division,Kalaigaon Ward-8,23.7786,91.4124,POINT(91.4124 23.7786)
Tripura,Dhalai,Dhalai Sub-Division,Nongpoh Ward-9,23.902,91.8633,POINT(91.8633 23.902)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Bishalgarh Ward-10,27.5743,91.7559,POINT(91.7559 27.5743)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Bishalgarh Ward-11,27.1484,92.5087,POINT(92.5087 27.1484)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Mairang Ward-12,27.2171,93.5388,POINT(93.5388 27.2171)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Jang Ward-13,28.0953,95.387,POINT(95.387 28.0953)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Nongpoh Ward-14,27.5317,93.8419,POINT(93.8419 27.5317)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Kalaigaon Ward-15,26.1457,91.673,POINT(91.673 26.1457)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Singtam Ward-16,26.2082,91.6438,POINT(91.6438 26.2082)
Assam,Darrang,Darrang Sub-Division,Tseminyu Ward-17,26.345,92.0791,POINT(92.0791 26.345)
Assam,Sonitpur,Sonitpur Sub-Division,Tenga Ward-18,26.6508,92.8201,POINT(92.8201 26.6508)
Assam,Dibrugarh,Dibrugarh Sub-Division,Rupa Ward-19,27.451,94.9107,POINT(94.9107 27.451)
Assam,Cachar,Cachar Sub-Division,Chumukedima Ward-20,24.919,92.7245,POINT(92.7245 24.919)
Assam,Nagaon,Nagaon Sub-Division,Dirang Ward-21,26.2504,92.6954,POINT(92.6954 26.2504)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Moirang Ward-22,25.6411,91.985,POINT(91.985 25.6411)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Sipajhar Ward-23,25.485,91.269,POINT(91.269 25.485)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Moirang Ward-24,25.944,92.0067,POINT(92.0067 25.944)
