flood_id,date,state,district,latitude,longitude,rainfall_24h_mm,river_level_m,river_distance_km,elevation_m,flood_occurred,severity,road_blocked,duration_hours,current_system_score
FL000212,2025-04-22,Mizoram,Aizawl,23.5813,92.7286,9.0,5.62,2.24,1128,0,NONE,0,0.0,0.269
FL000213,2025-04-22,Mizoram,Kolasib,24.1486,92.6443,5.1,5.43,1.02,631,0,NONE,0,0.0,0.255
FL000214,2025-04-22,Mizoram,Lunglei,22.8001,92.5975,10.2,3.34,2.46,1073,0,NONE,0,0.0,0.101
FL000215,2025-04-22,Tripura,West Tripura,23.8645,91.3311,8.0,4.8,1.54,56,0,NONE,0,0.0,0.276
FL000216,2025-04-22,Tripura,Sipahijala,23.5757,91.2845,7.9,6.24,2.57,20,0,NONE,0,0.0,0.105
FL000217,2025-04-22,Tripura,Dhalai,23.9988,91.7348,4.5,2.69,1.44,110,0,NONE,0,0.0,0.137
FL000218,2025-04-22,Arunachal Pradesh,Tawang,27.5722,91.9105,10.3,4.39,5.3,2935,0,NONE,0,0.0,0.289
FL000219,2025-04-23,Arunachal Pradesh,West Kameng,27.2907,92.4839,4.2,4.49,4.31,2253,0,NONE,0,0.0,0.254
FL000220,2025-04-23,Arunachal Pradesh,Papum Pare,27.0972,93.589,12.3,2.56,1.19,295,0,NONE,0,0.0,0.326
FL000221,2025-04-23,Arunachal Pradesh,East Siang,28.049,95.4612,5.2,5.91,0.79,204,0,NONE,0,0.0,0.257
FL000222,2025-04-23,Arunachal Pradesh,Lower Subansiri,27.5102,93.9505,11.2,5.24,2.81,1582,0,NONE,0,0.0,0.225
FL000223,2025-04-23,Assam,Kamrup Metropolitan,26.0514,91.6228,0.4,4.83,0.61,103,0,NONE,0,0.0,0.054
FL000224,2025-04-23,Assam,Kamrup Rural,26.0986,91.6038,9.8,5.9,0.57,20,0,NONE,0,0.0,0.152
FL000225,2025-04-23,Assam,Darrang,26.5986,92.1171,2.6,3.46,0.55,20,0,NONE,0,0.0,0.115
FL000226,2025-04-23,Assam,Sonitpur,26.5459,92.7074,13.5,3.59,0.75,129,0,NONE,0,0.0,0.108
FL000227,2025-04-23,Assam,Dibrugarh,27.5594,94.9408,8.7,5.42,0.24,83,0,NONE,0,0.0,0.37
FL000228,2025-04-23,Assam,Cachar,24.7223,92.7041,9.6,5.03,0.51,20,0,NONE,0,0.0,0.162
FL000229,2025-04-24,Assam,Nagaon,26.2347,92.6415,10.7,6.28,0.66,104,0,NONE,0,0.0,0.341
FL000230,2025-04-24,Meghalaya,East Khasi Hills,25.4811,91.759,8.3,5.48,2.02,1524,0,NONE,0,0.0,0.247
FL000231,2025-04-24,Meghalaya,West Khasi Hills,25.3791,91.2445,4.6,3.14,1.62,1266,0,NONE,0,0.0,0.306
FL000232,2025-04-24,Meghalaya,Ri-Bhoi,25.9012,92.0136,8.0,4.05,1.84,495,0,NONE,0,0.0,0.201
FL000233,2025-04-24,Meghalaya,West Jaintia Hills,25.4977,92.1405,5.5,2.6,0.89,1352,0,NONE,0,0.0,0.228
FL000234,2025-04-24,Sikkim,East Sikkim,27.3326,88.577,10.1,3.82,0.31,1677,0,NONE,0,0.0,0.197
FL000235,2025-04-24,Sikkim,North Sikkim,27.4831,88.6698,12.4,3.96,0.09,2431,0,NONE,0,0.0,0.09
FL000236,2025-04-24,Sikkim,South Sikkim,27.1025,88.3899,13.0,5.34,0.4,1310,0,NONE,0,0.0,0.28
FL000237,2025-04-24,Nagaland,Kohima,25.7043,94.0471,4.4,5.33,1.61,1444,0,NONE,0,0.0,0.121
FL000238,2025-04-24,Nagaland,Dimapur,25.9673,93.8333,6.6,6.26,1.01,218,0,NONE,0,0.0,0.029
FL000239,2025-04-25,Nagaland,Mokokchung,26.4346,94.499,6.1,5.4,2.07,1373,0,NONE,0,0.0,0.252
FL000240,2025-04-25,Manipur,Imphal West,24.803,93.9116,0.0,4.03,0.45,737,0,NONE,0,0.0,0.084
FL000241,2025-04-25,Manipur,Bishnupur,24.5589,93.9006,7.1,3.09,0.09,797,0,NONE,0,0.0,0.359
FL000242,2025-04-25,Manipur,Senapati,25.3595,93.888,13.2,4.52,1.39,1202,0,NONE,0,0.0,0.363
FL000243,2025-04-25,Mizoram,Aizawl,23.6161,92.5856,1.5,4.93,2.19,1141,0,NONE,0,0.0,0.349
FL000244,2025-04-25,Mizoram,Kolasib,24.1932,92.7921,7.6,3.99,1.51,670,0,NONE,0,0.0,0.153
FL000245,2025-04-25,Mizoram,Lunglei,22.9463,92.8805,0.5,5.69,2.32,1036,0,NONE,0,0.0,0.026
FL000246,2025-04-25,Tripura,West Tripura,23.8337,91.1832,9.3,5.43,1.02,36,0,NONE,0,0.0,0.354
FL000247,2025-04-25,Tripura,Sipahijala,23.7386,91.2723,13.7,4.27,2.7,69,0,NONE,0,0.0,0.174
FL000248,2025-04-25,Tripura,Dhalai,23.8287,91.8683,12.3,5.27,1.75,178,0,NONE,0,0.0,0.368
FL000249,2025-04-26,Arunachal Pradesh,Tawang,27.6289,91.7173,4.8,5.84,5.4,2958,0,NONE,0,0.0,0.367
FL000250,2025-04-26,Arunachal Pradesh,West Kameng,27.1232,92.3479,12.9,5.74,4.47,2237,0,NONE,0,0.0,0.327
FL000251,2025-04-26,Arunachal Pradesh,Papum Pare,26.9522,93.7276,7.0,4.88,1.0,332,0,NONE,0,0.0,0.126
FL000252,2025-04-26,Arunachal Pradesh,East Siang,28.1383,95.4675,9.7,4.91,0.29,106,0,NONE,0,0.0,0.159
FL000253,2025-04-26,Arunachal Pradesh,Lower Subansiri,27.5259,93.7823,7.4,5.59,2.76,1547,0,NONE,0,0.0,0.326
FL000254,2025-04-26,Assam,Kamrup Metropolitan,26.2769,91.7651,7.3,3.33,0.65,108,0,NONE,0,0.0,0.134
FL000255,2025-04-26,Assam,Kamrup Rural,26.2204,91.6142,5.6,2.62,0.63,32,0,NONE,0,0.0,0.081
FL000256,2025-04-26,Assam,Darrang,26.4841,92.0053,10.5,5.23,0.12,20,0,NONE,0,0.0,0.22
FL000257,2025-04-26,Assam,Sonitpur,26.6128,92.7276,12.4,2.82,0.59,104,0,NONE,0,0.0,0.357
FL000258,2025-04-26,Assam,Dibrugarh,27.4153,94.8282,11.3,4.66,0.28,124,0,NONE,0,0.0,0.271
FL000259,2025-04-27,Assam,Cachar,24.9669,92.8591,0.1,4.53,0.16,62,0,NONE,0,0.0,0.225
FL000260,2025-04-27,Assam,Nagaon,26.1975,92.7581,4.6,5.55,0.8,26,0,NONE,0,0.0,0.055
FL000261,2025-04-27,Meghalaya,East Khasi Hills,25.4978,91.9109,4.9,4.69,2.0,1515,0,NONE,0,0.0,0.241
FL000262,2025-04-27,Meghalaya,West Khasi Hills,25.6185,91.1227,6.2,4.62,1.6,1222,0,NONE,0,0.0,0.376
FL000263,2025-04-27,Meghalaya,Ri-Bhoi,25.8439,91.8588,1.0,3.25,1.52,541,0,NONE,0,0.0,0.07
FL000264,2025-04-27,Meghalaya,West Jaintia Hills,25.3346,92.0563,1.0,6.02,1.47,1311,0,NONE,0,0.0,0.207
FL000265,2025-04-27,Sikkim,East Sikkim,27.3269,88.6634,2.8,6.26,0.4,1636,0,NONE,0,0.0,0.336
FL000266,2025-04-27,Sikkim,North Sikkim,27.423,88.5767,6.6,2.56,0.62,2457,0,NONE,0,0.0,0.287
FL000267,2025-04-27,Sikkim,South Sikkim,27.2437,88.2665,4.2,5.89,0.48,1339,0,NONE,0,0.0,0.271
FL000268,2025-04-27,Nagaland,Kohima,25.5593,94.1116,9.7,3.86,1.78,1495,0,NONE,0,0.0,0.273
FL000269,2025-04-28,Nagaland,Dimapur,26.0443,93.7711,3.9,3.22,0.75,153,0,NONE,0,0.0,0.149
FL000270,2025-04-28,Nagaland,Mokokchung,26.2342,94.5507,8.5,5.98,1.9,1357,0,NONE,0,0.0,0.126
FL000271,2025-04-28,Manipur,Imphal West,24.9524,93.9752,3.8,4.54,0.74,784,0,NONE,0,0.0,0.311
FL000272,2025-04-28,Manipur,Bishnupur,24.6171,93.8917,4.2,4.92,0.69,782,0,NONE,0,0.0,0.312
FL000273,2025-04-28,Manipur,Senapati,25.207,94.1513,13.8,4.57,1.19,1230,0,NONE,0,0.0,0.332
FL000274,2025-04-28,Mizoram,Aizawl,23.7098,92.6584,9.5,2.55,1.98,1105,0,NONE,0,0.0,0.349
FL000275,2025-04-28,Mizoram,Kolasib,24.0923,92.6685,0.0,5.92,1.49,554,0,NONE,0,0.0,0.204
FL000276,2025-04-28,Mizoram,Lunglei,22.753,92.8493,13.6,4.74,2.64,1069,0,NONE,0,0.0,0.201
FL000277,2025-04-28,Tripura,West Tripura,23.7968,91.3109,12.2,4.75,0.98,76,0,NONE,0,0.0,0.307
FL000278,2025-04-28,Tripura,Sipahijala,23.7577,91.3335,6.4,5.75,2.86,20,0,NONE,0,0.0,0.254
FL000279,2025-04-29,Tripura,Dhalai,23.7453,91.7186,0.9,5.02,1.89,93,0,NONE,0,0.0,0.273
FL000280,2025-04-29,Arunachal Pradesh,Tawang,27.7308,91.7347,7.0,4.85,5.11,2922,0,NONE,0,0.0,0.306
FL000281,2025-04-29,Arunachal Pradesh,West Kameng,27.2458,92.3977,7.2,5.57,4.49,2206,0,NONE,0,0.0,0.34
FL000282,2025-04-29,Arunachal Pradesh,Papum Pare,27.2258,93.5828,12.5,4.59,1.34,359,0,NONE,0,0.0,0.142
FL000283,2025-04-29,Arunachal Pradesh,East Siang,28.1528,95.3702,6.4,4.12,0.51,103,0,NONE,0,0.0,0.155
FL000284,2025-04-29,Arunachal Pradesh,Lower Subansiri,27.516,93.7556,0.0,5.67,3.14,1609,0,NONE,0,0.0,0.054
FL000285,2025-04-29,Assam,Kamrup Metropolitan,26.2565,91.6862,1.3,5.27,1.15,69,0,NONE,0,0.0,0.228
FL000286,2025-04-29,Assam,Kamrup Rural,26.1281,91.6088,10.9,2.57,0.74,82,0,NONE,0,0.0,0.033
FL000287,2025-04-29,Assam,Darrang,26.5834,91.9739,11.7,4.3,0.26,40,0,NONE,0,0.0,0.188
FL000288,2025-04-29,Assam,Sonitpur,26.5221,92.8534,1.7,3.67,0.84,112,0,NONE,0,0.0,0.215
FL000289,2025-04-30,Assam,Dibrugarh,27.3508,94.9631,11.6,5.98,0.39,113,0,NONE,0,0.0,0.123
FL000290,2025-04-30,Assam,Cachar,24.7374,92.6932,11.2,3.13,0.1,63,0,NONE,0,0.0,0.233
FL000291,2025-04-30,Assam,Nagaon,26.2365,92.5571,6.3,3.78,0.78,112,0,NONE,0,0.0,0.031
FL000292,2025-04-30,Meghalaya,East Khasi Hills,25.5907,91.9649,8.3,5.49,2.17,1497,0,NONE,0,0.0,0.033
FL000293,2025-04-30,Meghalaya,West Khasi Hills,25.5899,91.1493,10.5,5.06,1.67,1268,0,NONE,0,0.0,0.316
FL000294,2025-04-30,Meghalaya,Ri-Bhoi,25.9579,91.9174,4.2,2.51,1.53,605,0,NONE,0,0.0,0.15
FL000295,2025-04-30,Meghalaya,West Jaintia Hills,25.4233,92.2529,7.1,3.34,1.25,1300,0,NONE,0,0.0,0.066
FL000296,2025-04-30,Sikkim,East Sikkim,27.4146,88.6916,6.7,3.13,0.05,1619,0,NONE,0,0.0,0.208
FL000297,2025-04-30,Sikkim,North Sikkim,27.5926,88.5407,9.4,2.9,0.49,2496,0,NONE,0,0.0,0.297
FL000298,2025-04-30,Sikkim,South Sikkim,27.1911,88.3322,13.0,4.64,0.4,1338,0,NONE,0,0.0,0.098
FL000299,2025-05-01,Nagaland,Kohima,25.6833,94.2485,10.7,5.06,1.94,1484,0,NONE,0,0.0,0.244
FL000300,2025-05-01,Nagaland,Dimapur,26.0187,93.5932,11.9,4.29,1.01,196,0,NONE,0,0.0,0.051
FL000301,2025-05-01,Nagaland,Mokokchung,26.2058,94.6238,8.3,4.58,1.9,1368,0,NONE,0,0.0,0.039
FL000302,2025-05-01,Manipur,Imphal West,24.7151,93.9216,13.0,5.79,0.53,790,0,NONE,0,0.0,0.211
FL000303,2025-05-01,Manipur,Bishnupur,24.7663,93.6811,5.9,2.71,0.65,767,0,NONE,0,0.0,0.215
FL000304,2025-05-01,Manipur,Senapati,25.2345,93.9789,13.6,4.82,1.8,1237,0,NONE,0,0.0,0.249
FL000305,2025-05-01,Mizoram,Aizawl,23.6896,92.5761,2.4,5.98,2.21,1189,0,NONE,0,0.0,0.281
FL000306,2025-05-01,Mizoram,Kolasib,24.1706,92.5738,11.8,5.16,1.49,554,0,NONE,0,0.0,0.371
FL000307,2025-05-01,Mizoram,Lunglei,22.9388,92.6316,8.4,2.64,2.65,1050,0,NONE,0,0.0,0.206
FL000308,2025-05-01,Tripura,West Tripura,23.9533,91.1425,13.7,3.87,1.31,20,0,NONE,0,0.0,0.136
FL000309,2025-05-02,Tripura,Sipahijala,23.7032,91.3203,9.1,6.43,2.7,20,0,NONE,0,0.0,0.306
FL000310,2025-05-02,Tripura,Dhalai,23.7366,91.7715,2.8,6.13,1.65,161,0,NONE,0,0.0,0.117
FL000311,2025-05-02,Arunachal Pradesh,Tawang,27.4694,91.9809,8.4,2.68,5.36,2916,0,NONE,0,0.0,0.178
FL000312,2025-05-02,Arunachal Pradesh,West Kameng,27.287,92.4815,12.2,4.1,4.65,2177,0,NONE,0,0.0,0.048
FL000313,2025-05-02,Arunachal Pradesh,Papum Pare,27.0226,93.5916,4.1,6.08,1.29,345,0,NONE,0,0.0,0.029
FL000314,2025-05-02,Arunachal Pradesh,East Siang,28.0242,95.462,10.8,6.14,0.79,164,0,NONE,0,0.0,0.367
FL000315,2025-05-02,Arunachal Pradesh,Lower Subansiri,27.5662,93.7971,8.6,6.05,2.8,1560,0,NONE,0,0.0,0.321
FL000316,2025-05-02,Assam,Kamrup Metropolitan,26.1065,91.8104,7.0,6.42,0.77,40,0,NONE,0,0.0,0.271
FL000317,2025-05-02,Assam,Kamrup Rural,26.2549,91.6005,1.5,3.33,0.84,96,0,NONE,0,0.0,0.167
FL000318,2025-05-02,Assam,Darrang,26.342,91.9867,4.6,2.58,0.16,35,0,NONE,0,0.0,0.082
FL000319,2025-05-03,Assam,Sonitpur,26.7175,92.782,4.2,4.1,0.37,107,0,NONE,0,0.0,0.076
FL000320,2025-05-03,Assam,Dibrugarh,27.3633,94.9768,3.5,3.54,0.34,168,0,NONE,0,0.0,0.11
FL000321,2025-05-03,Assam,Cachar,24.6964,92.6887,11.9,4.63,0.15,20,0,NONE,0,0.0,0.218
FL000322,2025-05-03,Assam,Nagaon,26.3147,92.7786,4.0,4.42,0.94,64,0,NONE,0,0.0,0.277
FL000323,2025-05-03,Meghalaya,East Khasi Hills,25.4861,91.8504,0.9,4.48,2.38,1529,0,NONE,0,0.0,0.258
FL000324,2025-05-03,Meghalaya,West Khasi Hills,25.442,91.3498,7.9,4.96,2.03,1275,0,NONE,0,0.0,0.121
FL000325,2025-05-03,Meghalaya,Ri-Bhoi,26.0184,91.846,11.7,2.67,1.57,513,0,NONE,0,0.0,0.364
FL000326,2025-05-03,Meghalaya,West Jaintia Hills,25.5773,92.2058,9.7,3.69,1.13,1372,0,NONE,0,0.0,0.286
FL000327,2025-05-03,Sikkim,East Sikkim,27.3181,88.755,7.5,5.68,0.06,1613,0,NONE,0,0.0,0.22
FL000328,2025-05-03,Sikkim,North Sikkim,27.374,88.5983,5.9,5.8,0.52,2429,0,NONE,0,0.0,0.24
FL000329,2025-05-04,Sikkim,South Sikkim,27.07,88.3332,9.9,5.62,0.72,1297,0,NONE,0,0.0,0.171
FL000330,2025-05-04,Nagaland,Kohima,25.6309,94.258,5.3,2.55,2.06,1415,0,NONE,0,0.0,0.109
FL000331,2025-05-04,Nagaland,Dimapur,25.774,93.7789,3.4,4.41,1.17,186,0,NONE,0,0.0,0.148
FL000332,2025-05-04,Nagaland,Mokokchung,26.3788,94.6558,9.8,5.04,2.29,1278,0,NONE,0,0.0,0.293
FL000333,2025-05-04,Manipur,Imphal West,24.7985,93.8247,13.6,4.8,0.49,755,0,NONE,0,0.0,0.025
FL000334,2025-05-04,Manipur,Bishnupur,24.5973,93.7847,6.3,2.82,0.34,787,0,NONE,0,0.0,0.062
FL000335,2025-05-04,Manipur,Senapati,25.2213,93.9932,8.6,4.67,1.49,1199,0,NONE,0,0.0,0.037
FL000336,2025-05-04,Mizoram,Aizawl,23.6965,92.7625,6.1,5.0,1.77,1101,0,NONE,0,0.0,0.035
FL000337,2025-05-04,Mizoram,Kolasib,24.1258,92.6853,10.5,5.19,1.12,666,0,NONE,0,0.0,0.328
FL000338,2025-05-04,Mizoram,Lunglei,22.8081,92.7239,12.5,2.98,2.85,1038,0,NONE,0,0.0,0.273
FL000339,2025-05-05,Tripura,West Tripura,23.8289,91.1736,11.9,3.22,1.06,84,0,NONE,0,0.0,0.191
FL000340,2025-05-05,Tripura,Sipahijala,23.699,91.4612,12.9,5.53,3.1,75,0,NONE,0,0.0,0.055
FL000341,2025-05-05,Tripura,Dhalai,23.7959,91.8042,13.7,5.53,1.54,88,0,NONE,0,0.0,0.197
FL000342,2025-05-05,Arunachal Pradesh,Tawang,27.5261,91.7567,5.6,4.45,5.36,2930,0,NONE,0,0.0,0.19
FL000343,2025-05-05,Arunachal Pradesh,West Kameng,27.3526,92.4185,13.4,3.22,4.76,2155,0,NONE,0,0.0,0.082
FL000344,2025-05-05,Arunachal Pradesh,Papum Pare,27.0214,93.6148,6.8,5.22,1.19,306,0,NONE,0,0.0,0.176
FL000345,2025-05-05,Arunachal Pradesh,East Siang,28.1571,95.3415,7.4,5.1,0.19,173,0,NONE,0,0.0,0.163
FL000346,2025-05-05,Arunachal Pradesh,Lower Subansiri,27.5194,93.8951,8.2,5.44,3.05,1561,0,NONE,0,0.0,0.242
FL000347,2025-05-05,Assam,Kamrup Metropolitan,26.2415,91.6083,7.4,4.97,0.84,35,0,NONE,0,0.0,0.249
FL000348,2025-05-05,Assam,Kamrup Rural,26.239,91.5154,4.4,5.02,0.71,110,0,NONE,0,0.0,0.036
FL000349,2025-05-06,Assam,Darrang,26.4783,92.1113,2.4,6.21,0.64,20,0,NONE,0,0.0,0.155
FL000350,2025-05-06,Assam,Sonitpur,26.5004,92.6798,8.6,6.07,0.36,37,0,NONE,0,0.0,0.245
FL000351,2025-05-06,Assam,Dibrugarh,27.6032,94.8296,5.7,2.83,0.33,168,0,NONE,0,0.0,0.201
FL000352,2025-05-06,Assam,Cachar,24.707,92.6878,12.9,5.05,0.36,35,0,NONE,0,0.0,0.328
FL000353,2025-05-06,Assam,Nagaon,26.3795,92.562,0.7,6.43,1.06,86,0,NONE,0,0.0,0.257
FL000354,2025-05-06,Meghalaya,East Khasi Hills,25.4751,91.9409,4.7,4.16,2.17,1522,0,NONE,0,0.0,0.079
FL000355,2025-05-06,Meghalaya,West Khasi Hills,25.6372,91.1224,4.0,4.18,1.58,1330,0,NONE,0,0.0,0.045
FL000356,2025-05-06,Meghalaya,Ri-Bhoi,25.9424,91.903,8.2,4.43,1.62,573,0,NONE,0,0.0,0.251
FL000357,2025-05-06,Meghalaya,West Jaintia Hills,25.4854,92.0591,7.3,6.46,1.04,1383,0,NONE,0,0.0,0.03
FL000358,2025-05-06,Sikkim,East Sikkim,27.4759,88.6014,8.2,4.45,0.11,1693,0,NONE,0,0.0,0.231
FL000359,2025-05-07,Sikkim,North Sikkim,27.4861,88.6066,10.3,4.79,0.36,2410,0,NONE,0,0.0,0.358
FL000360,2025-05-07,Sikkim,South Sikkim,27.0812,88.382,8.1,3.89,0.36,1280,0,NONE,0,0.0,0.227
FL000361,2025-05-07,Nagaland,Kohima,25.8215,94.0622,3.0,4.27,1.79,1431,0,NONE,0,0.0,0.16
FL000362,2025-05-07,Nagaland,Dimapur,25.9253,93.6732,3.0,4.18,0.94,194,0,NONE,0,0.0,0.252
FL000363,2025-05-07,Nagaland,Mokokchung,26.2173,94.3852,2.4,3.04,2.12,1309,0,NONE,0,0.0,0.185
FL000364,2025-05-07,Manipur,Imphal West,24.9558,94.0575,13.3,5.3,0.63,829,0,NONE,0,0.0,0.216
FL000365,2025-05-07,Manipur,Bishnupur,24.5762,93.8434,3.9,2.6,0.35,773,0,NONE,0,0.0,0.359
FL000366,2025-05-07,Manipur,Senapati,25.3737,94.0092,11.7,3.49,1.48,1201,0,NONE,0,0.0,0.159
FL000367,2025-05-07,Mizoram,Aizawl,23.8671,92.6321,7.9,6.31,1.93,1115,0,NONE,0,0.0,0.366
FL000368,2025-05-07,Mizoram,Kolasib,24.2493,92.7829,9.0,6.1,1.3,636,0,NONE,0,0.0,0.346
FL000369,2025-05-08,Mizoram,Lunglei,22.9842,92.7193,3.1,5.55,2.49,1072,0,NONE,0,0.0,0.09
FL000370,2025-05-08,Tripura,West Tripura,23.8025,91.1504,3.8,3.27,1.08,20,0,NONE,0,0.0,0.045
FL000371,2025-05-08,Tripura,Sipahijala,23.651,91.1841,9.7,5.11,2.91,36,0,NONE,0,0.0,0.056
FL000372,2025-05-08,Tripura,Dhalai,23.9476,91.887,3.5,2.8,1.98,158,0,NONE,0,0.0,0.027
FL000373,2025-05-08,Arunachal Pradesh,Tawang,27.5543,91.9479,4.2,4.05,5.19,2883,0,NONE,0,0.0,0.054
FL000374,2025-05-08,Arunachal Pradesh,West Kameng,27.1578,92.4466,2.8,5.04,4.28,2191,0,NONE,0,0.0,0.266
FL000375,2025-05-08,Arunachal Pradesh,Papum Pare,26.9915,93.5665,4.6,4.6,1.05,320,0,NONE,0,0.0,0.046
FL000376,2025-05-08,Arunachal Pradesh,East Siang,28.1839,95.2179,2.1,3.21,0.26,214,0,NONE,0,0.0,0.135
FL000377,2025-05-08,Arunachal Pradesh,Lower Subansiri,27.6972,93.9018,9.2,3.82,2.88,1538,0,NONE,0,0.0,0.324
FL000378,2025-05-08,Assam,Kamrup Metropolitan,26.1474,91.7332,10.9,6.46,1.08,67,0,NONE,0,0.0,0.028
FL000379,2025-05-09,Assam,Kamrup Rural,26.1455,91.6141,1.8,6.24,0.87,51,0,NONE,0,0.0,0.313
FL000380,2025-05-09,Assam,Darrang,26.5196,92.0874,8.6,2.74,0.22,20,0,NONE,0,0.0,0.121
FL000381,2025-05-09,Assam,Sonitpur,26.6805,92.9342,3.9,6.32,0.72,92,0,NONE,0,0.0,0.063
FL000382,2025-05-09,Assam,Dibrugarh,27.4979,94.8132,4.2,3.68,0.65,128,0,NONE,0,0.0,0.271
FL000383,2025-05-09,Assam,Cachar,24.7974,92.8754,11.6,5.73,0.57,20,0,NONE,0,0.0,0.246
FL000384,2025-05-09,Assam,Nagaon,26.2282,92.5397,8.4,4.03,0.72,44,0,NONE,0,0.0,0.336
FL000385,2025-05-09,Meghalaya,East Khasi Hills,25.49,91.8938,3.0,4.01,2.52,1508,0,NONE,0,0.0,0.285
FL000386,2025-05-09,Meghalaya,West Khasi Hills,25.5808,91.1287,5.8,5.28,1.91,1237,0,NONE,0,0.0,0.309
FL000387,2025-05-09,Meghalaya,Ri-Bhoi,26.0494,91.8735,0.4,3.34,1.36,538,0,NONE,0,0.0,0.122
FL000388,2025-05-09,Meghalaya,West Jaintia Hills,25.5736,92.1527,5.5,2.65,1.41,1315,0,NONE,0,0.0,0.084
FL000389,2025-05-10,Sikkim,East Sikkim,27.3931,88.6976,8.4,4.01,0.05,1623,0,NONE,0,0.0,0.29
FL000390,2025-05-10,Sikkim,North Sikkim,27.424,88.5674,3.0,5.71,0.69,2418,0,NONE,0,0.0,0.31
FL000391,2025-05-10,Sikkim,South Sikkim,27.2514,88.4115,11.1,3.09,0.36,1328,0,NONE,0,0.0,0.377
FL000392,2025-05-10,Nagaland,Kohima,25.6297,94.2387,1.0,5.93,1.74,1481,0,NONE,0,0.0,0.169
FL000393,2025-05-10,Nagaland,Dimapur,25.9288,93.7405,5.6,3.44,1.18,249,0,NONE,0,0.0,0.154
FL000394,2025-05-10,Nagaland,Mokokchung,26.4614,94.6114,11.9,4.09,2.47,1297,0,NONE,0,0.0,0.3
FL000395,2025-05-10,Manipur,Imphal West,24.6907,94.064,5.8,3.06,0.56,808,0,NONE,0,0.0,0.143
FL000396,2025-05-10,Manipur,Bishnupur,24.543,93.7761,8.7,3.02,0.23,829,0,NONE,0,0.0,0.355
FL000397,2025-05-10,Manipur,Senapati,25.1428,94.0823,10.4,6.47,1.59,1220,0,NONE,0,0.0,0.329
FL000398,2025-05-10,Mizoram,Aizawl,23.7364,92.759,6.0,4.03,1.96,1076,0,NONE,0,0.0,0.174
FL000399,2025-05-11,Mizoram,Kolasib,24.2117,92.7344,2.9,5.46,1.31,567,0,NONE,0,0.0,0.29
FL000400,2025-05-11,Mizoram,Lunglei,23.0087,92.7121,11.1,6.44,2.56,1079,0,NONE,0,0.0,0.292
FL000401,2025-05-11,Tripura,West Tripura,23.8767,91.3636,11.4,4.4,1.37,20,0,NONE,0,0.0,0.057
FL000402,2025-05-11,Tripura,Sipahijala,23.7574,91.1888,7.8,2.65,3.03,45,0,NONE,0,0.0,0.345
FL000403,2025-05-11,Tripura,Dhalai,23.9551,91.7112,4.4,2.69,1.92,197,0,NONE,0,0.0,0.202
FL000404,2025-05-11,Arunachal Pradesh,Tawang,27.4888,91.9853,11.9,4.07,5.27,2947,0,NONE,0,0.0,0.318
FL000405,2025-05-11,Arunachal Pradesh,West Kameng,27.3955,92.5545,13.5,4.22,4.27,2258,0,NONE,0,0.0,0.135
FL000406,2025-05-11,Arunachal Pradesh,Papum Pare,27.0399,93.6474,11.0,6.34,1.13,378,0,NONE,0,0.0,0.342
FL000407,2025-05-11,Arunachal Pradesh,East Siang,28.2127,95.339,9.9,3.45,0.24,158,0,NONE,0,0.0,0.16
FL000408,2025-05-11,Arunachal Pradesh,Lower Subansiri,27.5513,93.7619,2.6,6.13,2.66,1603,0,NONE,0,0.0,0.024
FL000409,2025-05-12,Assam,Kamrup Metropolitan,26.1322,91.6634,9.2,4.61,0.77,20,0,NONE,0,0.0,0.346
FL000410,2025-05-12,Assam,Kamrup Rural,26.1235,91.6143,0.9,6.04,0.91,22,0,NONE,0,0.0,0.053
FL000411,2025-05-12,Assam,Darrang,26.5711,92.1291,5.0,3.16,0.31,57,0,NONE,0,0.0,0.135
FL000412,2025-05-12,Assam,Sonitpur,26.5124,92.9371,5.2,3.52,0.41,79,0,NONE,0,0.0,0.362
FL000413,2025-05-12,Assam,Dibrugarh,27.401,94.8327,5.6,4.67,0.36,144,0,NONE,0,0.0,0.362
FL000414,2025-05-12,Assam,Cachar,24.858,92.8008,10.1,2.66,0.4,20,0,NONE,0,0.0,0.226
FL000415,2025-05-12,Assam,Nagaon,26.2138,92.5695,5.4,4.34,0.9,43,0,NONE,0,0.0,0.247
FL000416,2025-05-12,Meghalaya,East Khasi Hills,25.7057,92.0096,1.6,5.73,2.03,1528,0,NONE,0,0.0,0.181
FL000417,2025-05-12,Meghalaya,West Khasi Hills,25.6348,91.1985,3.6,2.6,2.17,1298,0,NONE,0,0.0,0.126
FL000418,2025-05-12,Meghalaya,Ri-Bhoi,25.8935,91.8665,13.7,5.14,1.71,567,0,NONE,0,0.0,0.138
FL000419,2025-05-13,Meghalaya,West Jaintia Hills,25.5738,92.2772,6.8,4.38,0.99,1372,0,NONE,0,0.0,0.262
FL000420,2025-05-13,Sikkim,East Sikkim,27.2631,88.6829,12.2,5.74,0.19,1701,0,NONE,0,0.0,0.291
FL000421,2025-05-13,Sikkim,North Sikkim,27.5085,88.5085,0.2,5.83,0.09,2507,0,NONE,0,0.0,0.305
FL000422,2025-05-13,Sikkim,South Sikkim,27.1843,88.3516,4.2,5.38,0.26,1313,0,NONE,0,0.0,0.304
FL000423,2025-05-13,Nagaland,Kohima,25.7814,94.0912,3.2,5.41,1.93,1467,0,NONE,0,0.0,0.053
