travel_id,road_id,timestamp,state,district,distance_km,speed_limit_kmph,average_speed_kmph,traffic_level,weather_condition,road_condition,travel_time_minutes,delay_minutes
T000187,NH-13,2026-06-18 12:12:00,Arunachal Pradesh,Tawang,16.4,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,149.1,121.0
T000188,NH-13,2026-06-18 12:14:00,Arunachal Pradesh,West Kameng,6.5,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,97.5,87.8
T000189,NH-415,2026-06-18 12:16:00,Arunachal Pradesh,Papum Pare,14.4,50,26.0,MODERATE,HEAVY_RAIN,FAIR,33.2,15.9
T000190,NH-515,2026-06-18 12:18:00,Arunachal Pradesh,East Siang,9.3,60,45.0,LOW,MODERATE_RAIN,GOOD,12.4,3.1
T000191,NH-13,2026-06-18 12:20:00,Arunachal Pradesh,Lower Subansiri,9.4,40,35.2,MODERATE,LIGHT_RAIN,FAIR,16.0,1.9
T000192,NH-27,2026-06-18 12:22:00,Assam,Kamrup Metropolitan,8.7,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,29.7,23.2
T000193,NH-27,2026-06-18 12:24:00,Assam,Kamrup Rural,21.4,80,80.0,LOW,CLEAR,GOOD,16.0,0.0
T000194,NH-15,2026-06-18 12:26:00,Assam,Darrang,9.8,65,33.8,MODERATE,HEAVY_RAIN,GOOD,17.4,8.4
T000195,NH-15,2026-06-18 12:28:00,Assam,Sonitpur,21.5,70,70.0,LOW,CLEAR,GOOD,18.4,0.0
T000196,NH-37,2026-06-18 12:30:00,Assam,Dibrugarh,18.9,70,70.0,LOW,CLEAR,GOOD,16.2,0.0
T000197,NH-37,2026-06-18 12:32:00,Assam,Cachar,17.0,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,77.3,60.3
T000198,NH-27,2026-06-18 12:34:00,Assam,Nagaon,17.4,75,39.0,MODERATE,HEAVY_RAIN,GOOD,26.8,12.9
T000199,NH-206,2026-06-18 12:36:00,Meghalaya,East Khasi Hills,11.0,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,86.8,70.3
T000200,NH-127B,2026-06-18 12:38:00,Meghalaya,West Khasi Hills,17.6,45,39.6,MODERATE,LIGHT_RAIN,FAIR,26.7,3.2
T000201,NH-06,2026-06-18 12:40:00,Meghalaya,Ri-Bhoi,8.0,65,33.8,MODERATE,HEAVY_RAIN,FAIR,14.2,6.8
T000202,NH-06,2026-06-18 12:42:00,Meghalaya,West Jaintia Hills,5.3,45,33.8,MODERATE,MODERATE_RAIN,FAIR,9.4,2.3
T000203,NH-10,2026-06-18 12:44:00,Sikkim,East Sikkim,17.7,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,160.9,130.6
T000204,NH-310,2026-06-18 12:46:00,Sikkim,North Sikkim,15.0,30,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,225.0,195.0
T000205,NH-510,2026-06-18 12:48:00,Sikkim,South Sikkim,21.5,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,169.7,137.4
T000206,NH-29,2026-06-18 12:50:00,Nagaland,Kohima,8.6,40,16.8,HIGH,MODERATE_RAIN,POOR,30.7,17.8
T000207,NH-29,2026-06-18 12:52:00,Nagaland,Dimapur,13.8,65,33.8,MODERATE,HEAVY_RAIN,GOOD,24.5,11.8
T000208,NH-02,2026-06-18 12:54:00,Nagaland,Mokokchung,10.7,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,84.5,68.5
T000209,NH-02,2026-06-18 12:56:00,Manipur,Imphal West,18.6,60,52.8,LOW,LIGHT_RAIN,GOOD,21.1,2.5
T000210,NH-02,2026-06-18 12:58:00,Manipur,Bishnupur,7.2,55,55.0,LOW,CLEAR,GOOD,7.9,0.0
T000211,NH-02,2026-06-18 13:00:00,Manipur,Senapati,8.3,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,50.3,39.2
T000212,NH-54,2026-06-18 13:02:00,Mizoram,Aizawl,10.6,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,159.0,143.1
T000213,NH-54,2026-06-18 13:04:00,Mizoram,Kolasib,8.8,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,53.3,41.6
T000214,NH-54,2026-06-18 13:06:00,Mizoram,Lunglei,13.5,40,16.8,HIGH,MODERATE_RAIN,POOR,48.2,28.0
T000215,NH-08,2026-06-18 13:08:00,Tripura,West Tripura,21.0,65,33.8,MODERATE,HEAVY_RAIN,GOOD,37.3,17.9
T000216,NH-08,2026-06-18 13:10:00,Tripura,Sipahijala,12.3,65,65.0,LOW,CLEAR,GOOD,11.4,0.0
T000217,NH-08,2026-06-18 13:12:00,Tripura,Dhalai,7.7,55,55.0,LOW,CLEAR,GOOD,8.4,0.0
T000218,NH-13,2026-06-18 13:14:00,Arunachal Pradesh,Tawang,8.4,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,76.4,62.0
T000219,NH-13,2026-06-18 13:16:00,Arunachal Pradesh,West Kameng,20.4,40,22.0,MODERATE,LIGHT_RAIN,POOR,55.6,25.0
T000220,NH-415,2026-06-18 13:18:00,Arunachal Pradesh,Papum Pare,18.6,50,44.0,MODERATE,LIGHT_RAIN,FAIR,25.4,3.1
T000221,NH-515,2026-06-18 13:20:00,Arunachal Pradesh,East Siang,9.2,60,52.8,LOW,LIGHT_RAIN,GOOD,10.5,1.3
T000222,NH-13,2026-06-18 13:22:00,Arunachal Pradesh,Lower Subansiri,7.8,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,117.0,105.3
T000223,NH-27,2026-06-18 13:24:00,Assam,Kamrup Metropolitan,6.0,80,80.0,LOW,CLEAR,GOOD,4.5,0.0
T000224,NH-27,2026-06-18 13:26:00,Assam,Kamrup Rural,5.2,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,17.7,13.8
T000225,NH-15,2026-06-18 13:28:00,Assam,Darrang,13.6,65,33.8,MODERATE,HEAVY_RAIN,GOOD,24.1,11.5
T000226,NH-15,2026-06-18 13:30:00,Assam,Sonitpur,20.6,70,70.0,LOW,CLEAR,GOOD,17.7,0.0
T000227,NH-37,2026-06-18 13:32:00,Assam,Dibrugarh,8.4,70,52.5,LOW,MODERATE_RAIN,GOOD,9.6,2.4
T000228,NH-37,2026-06-18 13:34:00,Assam,Cachar,10.3,60,60.0,LOW,CLEAR,GOOD,10.3,0.0
T000229,NH-27,2026-06-18 13:36:00,Assam,Nagaon,20.2,75,39.0,MODERATE,HEAVY_RAIN,GOOD,31.1,14.9
T000230,NH-206,2026-06-18 13:38:00,Meghalaya,East Khasi Hills,20.4,40,22.0,MODERATE,LIGHT_RAIN,POOR,55.6,25.0
T000231,NH-127B,2026-06-18 13:40:00,Meghalaya,West Khasi Hills,17.9,45,39.6,MODERATE,LIGHT_RAIN,FAIR,27.1,3.2
T000232,NH-06,2026-06-18 13:42:00,Meghalaya,Ri-Bhoi,19.1,65,48.8,LOW,MODERATE_RAIN,FAIR,23.5,5.9
T000233,NH-06,2026-06-18 13:44:00,Meghalaya,West Jaintia Hills,8.2,45,33.8,MODERATE,MODERATE_RAIN,FAIR,14.6,3.7
T000234,NH-10,2026-06-18 13:46:00,Sikkim,East Sikkim,21.0,35,14.7,HIGH,MODERATE_RAIN,POOR,85.7,49.7
T000235,NH-310,2026-06-18 13:48:00,Sikkim,North Sikkim,15.1,30,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,226.5,196.3
T000236,NH-510,2026-06-18 13:50:00,Sikkim,South Sikkim,17.4,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,137.4,111.3
T000237,NH-29,2026-06-18 13:52:00,Nagaland,Kohima,16.3,40,22.0,MODERATE,LIGHT_RAIN,POOR,44.5,20.0
T000238,NH-29,2026-06-18 13:54:00,Nagaland,Dimapur,14.2,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,59.6,46.5
T000239,NH-02,2026-06-18 13:56:00,Nagaland,Mokokchung,5.2,40,40.0,MODERATE,CLEAR,FAIR,7.8,0.0
T000240,NH-02,2026-06-18 13:58:00,Manipur,Imphal West,10.4,60,31.2,MODERATE,HEAVY_RAIN,GOOD,20.0,9.6
T000241,NH-02,2026-06-18 14:00:00,Manipur,Bishnupur,17.8,55,28.6,MODERATE,HEAVY_RAIN,GOOD,37.3,17.9
T000242,NH-02,2026-06-18 14:02:00,Manipur,Senapati,12.0,45,8.5,HIGH,HEAVY_RAIN,POOR,84.7,68.7
T000243,NH-54,2026-06-18 14:04:00,Mizoram,Aizawl,11.5,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,90.8,73.5
T000244,NH-54,2026-06-18 14:06:00,Mizoram,Kolasib,9.6,45,23.4,MODERATE,HEAVY_RAIN,FAIR,24.6,11.8
T000245,NH-54,2026-06-18 14:08:00,Mizoram,Lunglei,5.1,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,76.5,68.8
T000246,NH-08,2026-06-18 14:10:00,Tripura,West Tripura,8.6,65,57.2,LOW,LIGHT_RAIN,GOOD,9.0,1.1
T000247,NH-08,2026-06-18 14:12:00,Tripura,Sipahijala,13.0,65,65.0,LOW,CLEAR,GOOD,12.0,0.0
T000248,NH-08,2026-06-18 14:14:00,Tripura,Dhalai,17.5,55,55.0,LOW,CLEAR,GOOD,19.1,0.0
T000249,NH-13,2026-06-18 14:16:00,Arunachal Pradesh,Tawang,15.7,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,142.7,115.8
T000250,NH-13,2026-06-18 14:18:00,Arunachal Pradesh,West Kameng,15.9,40,22.0,MODERATE,LIGHT_RAIN,POOR,43.4,19.5
T000251,NH-415,2026-06-18 14:20:00,Arunachal Pradesh,Papum Pare,15.4,50,37.5,MODERATE,MODERATE_RAIN,FAIR,24.6,6.1
T000252,NH-515,2026-06-18 14:22:00,Arunachal Pradesh,East Siang,15.2,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,69.1,53.9
T000253,NH-13,2026-06-18 14:24:00,Arunachal Pradesh,Lower Subansiri,16.9,40,26.8,MODERATE,CLEAR,POOR,37.8,12.4
T000254,NH-27,2026-06-18 14:26:00,Assam,Kamrup Metropolitan,9.0,80,80.0,LOW,CLEAR,GOOD,6.8,0.0
T000255,NH-27,2026-06-18 14:28:00,Assam,Kamrup Rural,8.9,80,70.4,LOW,LIGHT_RAIN,GOOD,7.6,0.9
T000256,NH-15,2026-06-18 14:30:00,Assam,Darrang,13.9,65,33.8,MODERATE,HEAVY_RAIN,GOOD,24.7,11.9
T000257,NH-15,2026-06-18 14:32:00,Assam,Sonitpur,16.2,70,36.4,MODERATE,HEAVY_RAIN,GOOD,26.7,12.8
T000258,NH-37,2026-06-18 14:34:00,Assam,Dibrugarh,9.6,70,15.4,HIGH,TORRENTIAL_RAIN,GOOD,37.4,29.2
T000259,NH-37,2026-06-18 14:36:00,Assam,Cachar,21.3,60,45.0,LOW,MODERATE_RAIN,GOOD,28.4,7.1
T000260,NH-27,2026-06-18 14:38:00,Assam,Nagaon,7.9,75,16.5,HIGH,TORRENTIAL_RAIN,GOOD,28.7,22.4
T000261,NH-206,2026-06-18 14:40:00,Meghalaya,East Khasi Hills,19.0,40,26.8,MODERATE,CLEAR,POOR,42.5,14.0
T000262,NH-127B,2026-06-18 14:42:00,Meghalaya,West Khasi Hills,12.5,45,23.4,MODERATE,HEAVY_RAIN,FAIR,32.1,15.4
T000263,NH-06,2026-06-18 14:44:00,Meghalaya,Ri-Bhoi,19.9,65,33.8,MODERATE,HEAVY_RAIN,FAIR,35.3,16.9
T000264,NH-06,2026-06-18 14:46:00,Meghalaya,West Jaintia Hills,10.6,45,33.8,MODERATE,MODERATE_RAIN,FAIR,18.8,4.7
T000265,NH-10,2026-06-18 14:48:00,Sikkim,East Sikkim,14.1,35,14.7,HIGH,MODERATE_RAIN,POOR,57.6,33.4
T000266,NH-310,2026-06-18 14:50:00,Sikkim,North Sikkim,12.0,30,20.1,HIGH,CLEAR,POOR,35.8,11.8
T000267,NH-510,2026-06-18 14:52:00,Sikkim,South Sikkim,14.3,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,112.9,91.5
T000268,NH-29,2026-06-18 14:54:00,Nagaland,Kohima,10.6,40,16.8,HIGH,MODERATE_RAIN,POOR,37.9,22.0
T000269,NH-29,2026-06-18 14:56:00,Nagaland,Dimapur,18.9,65,33.8,MODERATE,HEAVY_RAIN,GOOD,33.6,16.2
T000270,NH-02,2026-06-18 14:58:00,Nagaland,Mokokchung,9.0,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,135.0,121.5
T000271,NH-02,2026-06-18 15:00:00,Manipur,Imphal West,17.4,60,45.0,LOW,MODERATE_RAIN,GOOD,23.2,5.8
T000272,NH-02,2026-06-18 15:02:00,Manipur,Bishnupur,7.8,55,41.2,MODERATE,MODERATE_RAIN,GOOD,11.4,2.9
T000273,NH-02,2026-06-18 15:04:00,Manipur,Senapati,12.7,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,77.0,60.1
T000274,NH-54,2026-06-18 15:06:00,Mizoram,Aizawl,20.0,40,26.8,MODERATE,CLEAR,POOR,44.8,14.8
T000275,NH-54,2026-06-18 15:08:00,Mizoram,Kolasib,12.5,45,23.4,MODERATE,HEAVY_RAIN,FAIR,32.1,15.4
T000276,NH-54,2026-06-18 15:10:00,Mizoram,Lunglei,15.9,40,8.8,HIGH,TORRENTIAL_RAIN,FAIR,108.4,84.6
T000277,NH-08,2026-06-18 15:12:00,Tripura,West Tripura,11.2,65,33.8,MODERATE,HEAVY_RAIN,GOOD,19.9,9.6
T000278,NH-08,2026-06-18 15:14:00,Tripura,Sipahijala,11.4,65,33.8,MODERATE,HEAVY_RAIN,GOOD,20.2,9.7
T000279,NH-08,2026-06-18 15:16:00,Tripura,Dhalai,10.9,55,48.4,LOW,LIGHT_RAIN,GOOD,13.5,1.6
T000280,NH-13,2026-06-18 15:18:00,Arunachal Pradesh,Tawang,7.4,35,19.2,HIGH,LIGHT_RAIN,POOR,23.1,10.4
T000281,NH-13,2026-06-18 15:20:00,Arunachal Pradesh,West Kameng,15.8,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,124.7,101.0
T000282,NH-415,2026-06-18 15:22:00,Arunachal Pradesh,Papum Pare,12.4,50,44.0,MODERATE,LIGHT_RAIN,FAIR,16.9,2.0
T000283,NH-515,2026-06-18 15:24:00,Arunachal Pradesh,East Siang,12.2,60,45.0,LOW,MODERATE_RAIN,GOOD,16.3,4.1
T000284,NH-13,2026-06-18 15:26:00,Arunachal Pradesh,Lower Subansiri,6.2,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,93.0,83.7
T000285,NH-27,2026-06-18 15:28:00,Assam,Kamrup Metropolitan,16.6,80,41.6,MODERATE,HEAVY_RAIN,GOOD,23.9,11.4
T000286,NH-27,2026-06-18 15:30:00,Assam,Kamrup Rural,12.3,80,80.0,LOW,CLEAR,GOOD,9.2,0.0
T000287,NH-15,2026-06-18 15:32:00,Assam,Darrang,21.8,65,57.2,LOW,LIGHT_RAIN,GOOD,22.9,2.8
T000288,NH-15,2026-06-18 15:34:00,Assam,Sonitpur,21.0,70,36.4,MODERATE,HEAVY_RAIN,GOOD,34.6,16.6
T000289,NH-37,2026-06-18 15:36:00,Assam,Dibrugarh,20.2,70,52.5,LOW,MODERATE_RAIN,GOOD,23.1,5.8
T000290,NH-37,2026-06-18 15:38:00,Assam,Cachar,5.0,60,31.2,MODERATE,HEAVY_RAIN,GOOD,9.6,4.6
T000291,NH-27,2026-06-18 15:40:00,Assam,Nagaon,5.0,75,16.5,HIGH,TORRENTIAL_RAIN,GOOD,18.2,14.2
T000292,NH-206,2026-06-18 15:42:00,Meghalaya,East Khasi Hills,17.9,40,20.8,HIGH,HEAVY_RAIN,FAIR,51.6,24.8
T000293,NH-127B,2026-06-18 15:44:00,Meghalaya,West Khasi Hills,13.6,45,23.4,MODERATE,HEAVY_RAIN,FAIR,34.9,16.8
T000294,NH-06,2026-06-18 15:46:00,Meghalaya,Ri-Bhoi,11.9,65,57.2,LOW,LIGHT_RAIN,GOOD,12.5,1.5
T000295,NH-06,2026-06-18 15:48:00,Meghalaya,West Jaintia Hills,10.1,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,61.2,47.7
T000296,NH-10,2026-06-18 15:50:00,Sikkim,East Sikkim,18.7,35,19.2,HIGH,LIGHT_RAIN,POOR,58.4,26.3
T000297,NH-310,2026-06-18 15:52:00,Sikkim,North Sikkim,7.4,30,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,111.0,96.2
T000298,NH-510,2026-06-18 15:54:00,Sikkim,South Sikkim,9.1,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,71.8,58.1
T000299,NH-29,2026-06-18 15:56:00,Nagaland,Kohima,7.8,40,22.0,MODERATE,LIGHT_RAIN,POOR,21.3,9.6
T000300,NH-29,2026-06-18 15:58:00,Nagaland,Dimapur,13.0,65,65.0,LOW,CLEAR,GOOD,12.0,0.0
T000301,NH-02,2026-06-18 16:00:00,Nagaland,Mokokchung,14.7,40,8.8,HIGH,TORRENTIAL_RAIN,FAIR,100.2,78.2
T000302,NH-02,2026-06-18 16:02:00,Manipur,Imphal West,16.6,60,60.0,LOW,CLEAR,GOOD,16.6,0.0
T000303,NH-02,2026-06-18 16:04:00,Manipur,Bishnupur,21.5,55,28.6,MODERATE,HEAVY_RAIN,GOOD,45.1,21.6
T000304,NH-02,2026-06-18 16:06:00,Manipur,Senapati,5.0,45,33.8,MODERATE,MODERATE_RAIN,FAIR,8.9,2.2
T000305,NH-54,2026-06-18 16:08:00,Mizoram,Aizawl,10.1,40,26.8,MODERATE,CLEAR,POOR,22.6,7.5
T000306,NH-54,2026-06-18 16:10:00,Mizoram,Kolasib,15.3,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,92.7,72.3
T000307,NH-54,2026-06-18 16:12:00,Mizoram,Lunglei,8.0,40,22.0,MODERATE,LIGHT_RAIN,POOR,21.8,9.8
T000308,NH-08,2026-06-18 16:14:00,Tripura,West Tripura,16.1,65,65.0,LOW,CLEAR,GOOD,14.9,0.0
T000309,NH-08,2026-06-18 16:16:00,Tripura,Sipahijala,6.1,65,65.0,LOW,CLEAR,GOOD,5.6,0.0
T000310,NH-08,2026-06-18 16:18:00,Tripura,Dhalai,8.5,55,12.1,HIGH,TORRENTIAL_RAIN,GOOD,42.1,32.8
T000311,NH-13,2026-06-18 16:20:00,Arunachal Pradesh,Tawang,20.6,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,187.3,152.0
T000312,NH-13,2026-06-18 16:22:00,Arunachal Pradesh,West Kameng,11.3,40,16.8,HIGH,MODERATE_RAIN,POOR,40.4,23.4
T000313,NH-415,2026-06-18 16:24:00,Arunachal Pradesh,Papum Pare,6.4,50,11.0,HIGH,TORRENTIAL_RAIN,FAIR,34.9,27.2
T000314,NH-515,2026-06-18 16:26:00,Arunachal Pradesh,East Siang,20.8,60,31.2,MODERATE,HEAVY_RAIN,GOOD,40.0,19.2
T000315,NH-13,2026-06-18 16:28:00,Arunachal Pradesh,Lower Subansiri,14.4,40,22.0,MODERATE,LIGHT_RAIN,POOR,39.3,17.7
T000316,NH-27,2026-06-18 16:30:00,Assam,Kamrup Metropolitan,19.8,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,67.5,52.6
T000317,NH-27,2026-06-18 16:32:00,Assam,Kamrup Rural,17.7,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,60.3,47.0
T000318,NH-15,2026-06-18 16:34:00,Assam,Darrang,20.4,65,33.8,MODERATE,HEAVY_RAIN,GOOD,36.2,17.4
T000319,NH-15,2026-06-18 16:36:00,Assam,Sonitpur,6.7,70,36.4,MODERATE,HEAVY_RAIN,GOOD,11.0,5.3
T000320,NH-37,2026-06-18 16:38:00,Assam,Dibrugarh,9.0,70,36.4,MODERATE,HEAVY_RAIN,GOOD,14.8,7.1
T000321,NH-37,2026-06-18 16:40:00,Assam,Cachar,5.5,60,60.0,LOW,CLEAR,GOOD,5.5,0.0
T000322,NH-27,2026-06-18 16:42:00,Assam,Nagaon,8.3,75,56.2,LOW,MODERATE_RAIN,GOOD,8.9,2.3
T000323,NH-206,2026-06-18 16:44:00,Meghalaya,East Khasi Hills,18.6,40,35.2,MODERATE,LIGHT_RAIN,FAIR,31.7,3.8
T000324,NH-127B,2026-06-18 16:46:00,Meghalaya,West Khasi Hills,15.6,45,23.4,MODERATE,HEAVY_RAIN,FAIR,40.0,19.2
T000325,NH-06,2026-06-18 16:48:00,Meghalaya,Ri-Bhoi,20.7,65,14.3,HIGH,TORRENTIAL_RAIN,FAIR,86.9,67.8
T000326,NH-06,2026-06-18 16:50:00,Meghalaya,West Jaintia Hills,11.8,45,45.0,LOW,CLEAR,FAIR,15.7,0.0
T000327,NH-10,2026-06-18 16:52:00,Sikkim,East Sikkim,6.4,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,58.2,47.2
T000328,NH-310,2026-06-18 16:54:00,Sikkim,North Sikkim,7.6,30,16.5,HIGH,LIGHT_RAIN,POOR,27.6,12.4
T000329,NH-510,2026-06-18 16:56:00,Sikkim,South Sikkim,8.6,40,22.0,MODERATE,LIGHT_RAIN,POOR,23.5,10.6
T000330,NH-29,2026-06-18 16:58:00,Nagaland,Kohima,7.9,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,62.4,50.5
T000331,NH-29,2026-06-18 17:00:00,Nagaland,Dimapur,16.0,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,67.1,52.3
T000332,NH-02,2026-06-18 17:02:00,Nagaland,Mokokchung,17.9,40,26.8,MODERATE,CLEAR,POOR,40.1,13.3
T000333,NH-02,2026-06-18 17:04:00,Manipur,Imphal West,21.3,60,52.8,LOW,LIGHT_RAIN,GOOD,24.2,2.9
T000334,NH-02,2026-06-18 17:06:00,Manipur,Bishnupur,6.6,55,12.1,HIGH,TORRENTIAL_RAIN,GOOD,32.7,25.5
T000335,NH-02,2026-06-18 17:08:00,Manipur,Senapati,9.2,45,23.4,MODERATE,HEAVY_RAIN,FAIR,23.6,11.3
T000336,NH-54,2026-06-18 17:10:00,Mizoram,Aizawl,11.0,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,165.0,148.5
T000337,NH-54,2026-06-18 17:12:00,Mizoram,Kolasib,15.3,45,33.8,MODERATE,MODERATE_RAIN,FAIR,27.2,6.8
T000338,NH-54,2026-06-18 17:14:00,Mizoram,Lunglei,20.6,40,22.0,MODERATE,LIGHT_RAIN,POOR,56.2,25.3
T000339,NH-08,2026-06-18 17:16:00,Tripura,West Tripura,19.6,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,82.2,64.1
T000340,NH-08,2026-06-18 17:18:00,Tripura,Sipahijala,21.2,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,89.0,69.4
T000341,NH-08,2026-06-18 17:20:00,Tripura,Dhalai,21.7,55,28.6,MODERATE,HEAVY_RAIN,GOOD,45.5,21.8
T000342,NH-13,2026-06-18 17:22:00,Arunachal Pradesh,Tawang,19.7,35,14.7,HIGH,MODERATE_RAIN,POOR,80.4,46.6
T000343,NH-13,2026-06-18 17:24:00,Arunachal Pradesh,West Kameng,11.0,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,86.8,70.3
T000344,NH-415,2026-06-18 17:26:00,Arunachal Pradesh,Papum Pare,11.8,50,50.0,LOW,CLEAR,FAIR,14.2,0.0
T000345,NH-515,2026-06-18 17:28:00,Arunachal Pradesh,East Siang,9.4,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,42.7,33.3
T000346,NH-13,2026-06-18 17:30:00,Arunachal Pradesh,Lower Subansiri,19.5,40,26.8,MODERATE,CLEAR,POOR,43.7,14.5
T000347,NH-27,2026-06-18 17:32:00,Assam,Kamrup Metropolitan,6.5,80,70.4,LOW,LIGHT_RAIN,GOOD,5.5,0.6
T000348,NH-27,2026-06-18 17:34:00,Assam,Kamrup Rural,13.3,80,70.4,LOW,LIGHT_RAIN,GOOD,11.3,1.3
T000349,NH-15,2026-06-18 17:36:00,Assam,Darrang,11.1,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,46.6,36.4
T000350,NH-15,2026-06-18 17:38:00,Assam,Sonitpur,13.5,70,70.0,LOW,CLEAR,GOOD,11.6,0.0
T000351,NH-37,2026-06-18 17:40:00,Assam,Dibrugarh,12.0,70,36.4,MODERATE,HEAVY_RAIN,GOOD,19.8,9.5
T000352,NH-37,2026-06-18 17:42:00,Assam,Cachar,6.6,60,52.8,LOW,LIGHT_RAIN,GOOD,7.5,0.9
T000353,NH-27,2026-06-18 17:44:00,Assam,Nagaon,7.9,75,39.0,MODERATE,HEAVY_RAIN,GOOD,12.2,5.9
T000354,NH-206,2026-06-18 17:46:00,Meghalaya,East Khasi Hills,11.2,40,26.8,MODERATE,CLEAR,POOR,25.1,8.3
T000355,NH-127B,2026-06-18 17:48:00,Meghalaya,West Khasi Hills,5.9,45,33.8,MODERATE,MODERATE_RAIN,FAIR,10.5,2.6
T000356,NH-06,2026-06-18 17:50:00,Meghalaya,Ri-Bhoi,18.9,65,33.8,MODERATE,HEAVY_RAIN,FAIR,33.6,16.2
T000357,NH-06,2026-06-18 17:52:00,Meghalaya,West Jaintia Hills,10.3,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,62.4,48.7
T000358,NH-10,2026-06-18 17:54:00,Sikkim,East Sikkim,10.7,35,14.7,HIGH,MODERATE_RAIN,POOR,43.7,25.4
T000359,NH-310,2026-06-18 17:56:00,Sikkim,North Sikkim,7.5,30,5.7,STANDSTILL,HEAVY_RAIN,POOR,78.9,63.9
T000360,NH-510,2026-06-18 17:58:00,Sikkim,South Sikkim,11.4,40,26.8,MODERATE,CLEAR,POOR,25.5,8.4
T000361,NH-29,2026-06-18 18:00:00,Nagaland,Kohima,8.1,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,121.5,109.3
T000362,NH-29,2026-06-18 18:02:00,Nagaland,Dimapur,9.6,65,57.2,LOW,LIGHT_RAIN,GOOD,10.1,1.2
T000363,NH-02,2026-06-18 18:04:00,Nagaland,Mokokchung,10.2,40,16.8,HIGH,MODERATE_RAIN,POOR,36.4,21.1
T000364,NH-02,2026-06-18 18:06:00,Manipur,Imphal West,19.6,60,52.8,LOW,LIGHT_RAIN,GOOD,22.3,2.7
T000365,NH-02,2026-06-18 18:08:00,Manipur,Bishnupur,5.5,55,12.1,HIGH,TORRENTIAL_RAIN,GOOD,27.3,21.3
T000366,NH-02,2026-06-18 18:10:00,Manipur,Senapati,14.3,45,8.5,HIGH,HEAVY_RAIN,POOR,100.9,81.8
T000367,NH-54,2026-06-18 18:12:00,Mizoram,Aizawl,20.1,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,301.5,271.4
T000368,NH-54,2026-06-18 18:14:00,Mizoram,Kolasib,13.3,45,33.8,MODERATE,MODERATE_RAIN,FAIR,23.6,5.9
T000369,NH-54,2026-06-18 18:16:00,Mizoram,Lunglei,16.9,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,253.5,228.2
T000370,NH-08,2026-06-18 18:18:00,Tripura,West Tripura,8.3,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,34.8,27.1
T000371,NH-08,2026-06-18 18:20:00,Tripura,Sipahijala,8.3,65,57.2,LOW,LIGHT_RAIN,GOOD,8.7,1.0
T000372,NH-08,2026-06-18 18:22:00,Tripura,Dhalai,16.7,55,48.4,LOW,LIGHT_RAIN,GOOD,20.7,2.5
T000373,NH-13,2026-06-18 18:24:00,Arunachal Pradesh,Tawang,16.2,35,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,243.0,215.2
